x,y,site_id,date,water_year,water_day,swe,year,peak_swe,sm50_swe,peak_date,peak_day,peak_met,sm50_day,sm50_date,sm50_met,apr1_swe,ptile_swe,wy_n,elev_ft,latitude,longitude,site_name,sntl_id,d_peak,d_sm50,d_apr1,d_swe,apr1_x,apr1_y,peak_x,peak_y,sm50_x,sm50_y
66.43,236.9,1052,2021-03-22,2021,173,13.5,2021,13.5,6.75,2021-03-22,173,TBD,173,2021-03-22,TBD,13.5,NA,7,9313,38.4,-119.54,Summit Meadow,SNTL:1052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60.5,228.83,1067,2021-03-22,2021,173,20,2021,20,10,2021-03-22,173,TBD,173,2021-03-22,TBD,20,NA,6,8360,38.69,-120,Carson Pass,SNTL:1067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67.34,156.06,1258,2021-03-22,2021,173,4.4,2021,6.3,3.15,2021-02-27,150,2021-02-27,173,2021-03-22,TBD,4.4,NA,NA,5680,41.99,-120.72,State Line,SNTL:1258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61.77,183.96,1277,2021-03-22,2021,173,9.2,2021,9.2,4.6,2021-03-22,173,TBD,173,2021-03-22,TBD,9.2,NA,NA,7208,40.69,-120.61,Fredonyer Peak,SNTL:1277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62.03,171.6,301,2021-03-22,2021,173,13.9,2021,14.3,7.15,2021-03-15,166,2021-03-15,173,2021-03-22,TBD,13.9,0.6538461538461539,26,6190,41.24,-120.79,Adin Mtn,SNTL:301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61.36,230.87,356,2021-03-22,2021,173,20.9,2021,20.9,10.45,2021-03-22,173,TBD,173,2021-03-22,TBD,20.9,0.3,30,8067,38.61,-119.92,Blue Lakes,SNTL:356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71.59,166.44,391,2021-03-22,2021,173,15.5,2021,15.6,7.8,2021-03-21,172,2021-03-21,173,2021-03-22,TBD,15.5,0.4,30,7030,41.58,-120.3,Cedar Pass,SNTL:391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58.02,213.73,428,2021-03-22,2021,173,29.5,2021,29.5,14.75,2021-03-22,173,TBD,173,2021-03-22,TBD,29.5,0.2962962962962963,27,6894,39.33,-120.37,Css Lab,SNTL:428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75.72,158.27,446,2021-03-22,2021,173,23.8,2021,23.8,11.9,2021-03-22,173,TBD,173,2021-03-22,TBD,23.8,0.4,30,7360,41.99,-120.18,Dismal Swamp,SNTL:446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62.99,232.64,462,2021-03-22,2021,173,25.9,2021,25.9,12.95,2021-03-22,173,TBD,173,2021-03-22,TBD,25.9,0.3,30,8661,38.55,-119.8,Ebbetts Pass,SNTL:462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60.07,225.11,463,2021-03-22,2021,173,32.4,2021,32.4,16.2,2021-03-22,173,TBD,173,2021-03-22,TBD,32.4,0.4,30,7653,38.85,-120.08,Echo Peak,SNTL:463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,223.54,473,2021-03-22,2021,173,4.9,2021,7.5,3.75,2021-03-01,152,2021-03-01,173,2021-03-22,TBD,4.9,0.6551724137931034,29,6242,38.93,-120.05,Fallen Leaf,SNTL:473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62.34,225.7,508,2021-03-22,2021,173,15,2021,16,8,2021-03-18,169,2021-03-18,173,2021-03-22,TBD,15,0.5,30,7742,38.85,-119.94,Hagans Meadow,SNTL:508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63.05,224.3,518,2021-03-22,2021,173,15.8,2021,15.8,7.9,2021-03-22,173,TBD,173,2021-03-22,TBD,15.8,0.26666666666666666,30,8534,38.92,-119.92,Heavenly Valley,SNTL:518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59.98,211.53,539,2021-03-22,2021,173,15.9,2021,15.9,7.95,2021-03-22,173,TBD,173,2021-03-22,TBD,15.9,0.5,30,6980,39.45,-120.29,Independence Camp,SNTL:539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60.36,210.72,540,2021-03-22,2021,173,8.6,2021,9,4.5,2021-03-19,170,2021-03-19,173,2021-03-22,TBD,8.6,0.23333333333333334,30,6436,39.49,-120.28,Independence Creek,SNTL:540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59.55,211.87,541,2021-03-22,2021,173,25.1,2021,25.1,12.55,2021-03-22,173,TBD,173,2021-03-22,TBD,25.1,0.26666666666666666,30,8338,39.43,-120.31,Independence Lake,SNTL:541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64.64,239.15,574,2021-03-22,2021,173,35.9,2021,35.9,17.95,2021-03-22,173,TBD,173,2021-03-22,TBD,35.9,0.23809523809523808,21,9604,38.28,-119.61,Leavitt Lake,SNTL:574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65.73,238.98,575,2021-03-22,2021,173,7.1,2021,8.1,4.05,2021-02-23,146,2021-02-23,173,2021-03-22,TBD,7.1,0.36666666666666664,30,7198,38.3,-119.55,Leavitt Meadows,SNTL:575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69.43,236.75,587,2021-03-22,2021,173,8.8,2021,8.8,4.4,2021-03-22,173,TBD,173,2021-03-22,TBD,8.8,0.13333333333333333,30,9249,38.44,-119.37,Lobdell Lake,SNTL:587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66.74,230.88,633,2021-03-22,2021,173,11.8,2021,11.8,5.9,2021-03-22,173,TBD,173,2021-03-22,TBD,11.8,0.25,20,8306,38.67,-119.61,Monitor Pass,SNTL:633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65.55,234.19,697,2021-03-22,2021,173,16,2021,16,8,2021-03-22,173,TBD,173,2021-03-22,TBD,16,0.43333333333333335,30,7736,38.51,-119.63,Poison Flat,SNTL:697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60.08,221.72,724,2021-03-22,2021,173,16.7,2021,16.7,8.35,2021-03-22,173,TBD,173,2021-03-22,TBD,16.7,0.3,30,7619,39,-120.13,Rubicon #2,SNTL:724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64.97,238.56,771,2021-03-22,2021,173,16.1,2021,16.1,8.05,2021-03-22,173,TBD,173,2021-03-22,TBD,16.1,0.3,30,8770,38.31,-119.6,Sonora Pass,SNTL:771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63.32,230.01,778,2021-03-22,2021,173,3.1,2021,6.5,3.25,2021-02-15,138,2021-02-15,172,2021-03-21,2021-03-21,3.1,0.7407407407407407,27,6063,38.67,-119.82,Spratt Creek,SNTL:778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58.86,217.11,784,2021-03-22,2021,173,24.8,2021,24.8,12.4,2021-03-22,173,TBD,173,2021-03-22,TBD,24.8,0,30,8013,39.19,-120.27,Squaw Valley G.C.,SNTL:784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60.69,218.04,809,2021-03-22,2021,173,4.2,2021,8.1,4.05,2021-02-22,145,2021-02-22,173,2021-03-22,TBD,4.2,0.1724137931034483,29,6797,39.17,-120.15,Tahoe City Cross,SNTL:809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60.92,215.16,834,2021-03-22,2021,173,14,2021,14.4,7.2,2021-03-20,171,2021-03-20,173,2021-03-22,TBD,14,0.5,30,6509,39.3,-120.18,Truckee #2,SNTL:834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69.76,245.18,846,2021-03-22,2021,173,9.9,2021,9.9,4.95,2021-03-22,173,TBD,173,2021-03-22,TBD,9.9,0.16666666666666666,30,9400,38.07,-119.23,Virginia Lakes Ridge,SNTL:846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59.4,218.38,848,2021-03-22,2021,173,32,2021,32,16,2021-03-22,173,TBD,173,2021-03-22,TBD,32,0.43333333333333335,30,6745,39.14,-120.22,Ward Creek #3,SNTL:848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66.31,158.05,977,2021-03-22,2021,173,0,2021,2.2,1.1,2021-02-24,147,2021-02-24,155,2021-03-04,2021-03-04,0,NA,11,5170,41.89,-120.75,Crowder Flat,SNTL:977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50.1,131.43,1000,2021-03-22,2021,173,33.2,2021,33.2,16.6,2021-03-22,173,TBD,173,2021-03-22,TBD,33.2,NA,10,6010,42.87,-122.17,Annie Springs,SNTL:1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67.45,141.41,1010,2021-03-22,2021,173,10.5,2021,10.7,5.35,2021-03-17,168,2021-03-17,173,2021-03-22,TBD,10.5,NA,9,6180,42.64,-120.95,Crazyman Flat,SNTL:1010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48.29,122.75,1044,2021-03-22,2021,173,0.1,2021,1.6,0.8,2021-03-11,162,2021-03-11,169,2021-03-18,2021-03-18,0.1,NA,7,3240,43.23,-122.43,Toketee Airstrip,SNTL:1044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54.91,143.19,1077,2021-03-22,2021,173,15.1,2021,15.1,7.55,2021-03-22,173,TBD,173,2021-03-22,TBD,15.1,NA,4,6830,42.41,-121.68,Swan Lake Mtn,SNTL:1077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52.53,133.92,1078,2021-03-22,2021,173,14.9,2021,15.7,7.85,2021-03-16,167,2021-03-16,173,2021-03-22,TBD,14.9,NA,4,5400,42.79,-121.98,Sun Pass,SNTL:1078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130.35,82.37,1079,2021-03-22,2021,173,45.8,2021,45.8,22.9,2021-03-22,173,TBD,173,2021-03-22,TBD,45.8,NA,3,5580,45.98,-117.95,Milk Shakes,SNTL:1079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47.86,76.88,1084,2021-03-22,2021,173,0,2021,1.1,0.55,2021-02-14,137,2021-02-14,139,2021-02-16,2021-02-16,0,NA,4,420,45.25,-123.28,Miller Woods,SNTL:1084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43.17,144.2,1158,2021-03-22,2021,173,8,2021,8,4,2021-03-22,173,TBD,173,2021-03-22,TBD,8,NA,NA,4580,42.22,-122.37,Howard Prairie,SNTL:1158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59.95,101.17,1166,2021-03-22,2021,173,51.7,2021,51.7,25.85,2021-03-22,173,TBD,173,2021-03-22,TBD,51.7,NA,NA,4720,44.33,-122.09,Bear Grass,SNTL:1166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60.52,102.01,1167,2021-03-22,2021,173,3.9,2021,7.6,3.8,2021-02-28,151,2021-02-28,173,2021-03-22,TBD,3.9,NA,NA,3270,44.3,-122.04,Smith Ridge,SNTL:1167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107.07,94.35,304,2021-03-22,2021,173,18.5,2021,18.5,9.25,2021-03-22,173,TBD,173,2021-03-22,TBD,18.5,0.5333333333333333,30,5770,45.19,-119.25,Arbuckle Mtn,SNTL:304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122.2,98.94,331,2021-03-22,2021,173,14.4,2021,14.4,7.2,2021-03-22,173,TBD,173,2021-03-22,TBD,14.4,0.8,30,5150,45.15,-118.22,Beaver Reservoir,SNTL:331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34.75,145.64,341,2021-03-22,2021,173,20,2021,20,10,2021-03-22,173,TBD,173,2021-03-22,TBD,20,0.26666666666666666,30,6050,42.05,-122.85,Big Red Mountain,SNTL:341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27.4,142.8,343,2021-03-22,2021,173,15.6,2021,15.7,7.85,2021-03-21,172,2021-03-21,173,2021-03-22,TBD,15.6,0.6333333333333333,30,5130,42.08,-123.34,Bigelow Camp,SNTL:343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45.84,140.65,344,2021-03-22,2021,173,24.6,2021,24.6,12.3,2021-03-22,173,TBD,173,2021-03-22,TBD,24.6,0.6,30,5280,42.41,-122.27,Billie Creek Divide,SNTL:344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69.8,79.12,351,2021-03-22,2021,173,37.2,2021,37.2,18.6,2021-03-22,173,TBD,173,2021-03-22,TBD,37.2,0.6206896551724138,29,3650,45.43,-121.86,Blazed Alder,SNTL:351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113.14,116.87,357,2021-03-22,2021,173,14.1,2021,15.8,7.9,2021-02-28,151,2021-02-28,173,2021-03-22,TBD,14.1,0.4,30,5870,44.25,-118.52,Blue Mountain Spring,SNTL:357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121.04,105.8,361,2021-03-22,2021,173,15.3,2021,16.1,8.05,2021-03-04,155,2021-03-04,173,2021-03-22,TBD,15.3,0.5,30,5850,44.83,-118.19,Bourne,SNTL:361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.54,93.61,362,2021-03-22,2021,173,14,2021,14.9,7.45,2021-03-01,152,2021-03-01,173,2021-03-22,TBD,14,0.9333333333333333,30,4530,45.36,-118.47,Bowman Springs,SNTL:362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56.03,116.8,388,2021-03-22,2021,173,31.2,2021,31.2,15.6,2021-03-22,173,TBD,173,2021-03-22,TBD,31.2,0.5666666666666667,30,5100,43.59,-122.06,Cascade Summit,SNTL:388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57.71,125.41,395,2021-03-22,2021,173,5.4,2021,8.8,4.4,2021-02-20,143,2021-02-20,173,2021-03-22,TBD,5.4,0.5,30,4850,43.23,-121.81,Chemult Alternate,SNTL:395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69.5,86.47,398,2021-03-22,2021,173,13.8,2021,13.8,6.9,2021-03-22,173,TBD,173,2021-03-22,TBD,13.8,0.6666666666666666,30,3400,45.1,-121.75,Clackamas Lake,SNTL:398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70.91,84.83,401,2021-03-22,2021,173,11.6,2021,11.6,5.8,2021-03-22,173,TBD,173,2021-03-22,TBD,11.6,0.4666666666666667,30,3810,45.19,-121.69,Clear Lake,SNTL:401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47.94,138.52,406,2021-03-22,2021,173,20.1,2021,21.1,10.55,2021-03-01,152,2021-03-01,173,2021-03-22,TBD,20.1,0.3103448275862069,29,5940,42.53,-122.18,Cold Springs Camp,SNTL:406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117.48,96.91,422,2021-03-22,2021,173,3.7,2021,6.5,3.25,2021-02-28,151,2021-02-28,173,2021-03-22,TBD,3.7,0.7333333333333333,30,4830,45.19,-118.55,County Line,SNTL:422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61.07,97.19,434,2021-03-22,2021,173,10.1,2021,10.1,5.05,2021-03-22,173,TBD,173,2021-03-22,TBD,10.1,0.5666666666666667,30,3690,44.52,-122.09,Daly Lake,SNTL:434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92.96,107.36,440,2021-03-22,2021,173,14.7,2021,15,7.5,2021-03-21,172,2021-03-21,173,2021-03-22,TBD,14.7,0.5666666666666667,30,5850,44.45,-119.93,Derr.,SNTL:440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122.44,105.24,464,2021-03-22,2021,173,11.6,2021,13.1,6.55,2021-03-04,155,2021-03-04,173,2021-03-22,TBD,11.6,0.6333333333333333,30,5510,44.87,-118.11,Eilertson Meadows,SNTL:464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120.85,89.47,470,2021-03-22,2021,173,4.9,2021,7.3,3.65,2021-03-02,153,2021-03-02,173,2021-03-22,TBD,4.9,0.6333333333333333,30,3800,45.56,-118.45,Emigrant Springs,SNTL:470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103.56,149.07,477,2021-03-22,2021,173,27.3,2021,27.3,13.65,2021-03-22,173,TBD,173,2021-03-22,TBD,27.3,0.5333333333333333,30,7660,42.71,-118.63,Fish Creek,SNTL:477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44.43,140.93,479,2021-03-22,2021,173,13,2021,13,6.5,2021-03-22,173,TBD,173,2021-03-22,TBD,13,0.7241379310344828,29,4660,42.38,-122.35,Fish Lk.,SNTL:479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46.63,140.19,483,2021-03-22,2021,173,17.1,2021,19.8,9.9,2021-02-21,144,2021-02-21,173,2021-03-22,TBD,17.1,0.16666666666666666,30,5970,42.44,-122.23,Fourmile Lake,SNTL:483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118.89,106.85,494,2021-03-22,2021,173,13.6,2021,14.8,7.4,2021-03-12,163,2021-03-12,173,2021-03-22,TBD,13.6,0.9,30,5410,44.76,-118.31,Gold Center,SNTL:494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73.26,75.8,504,2021-03-22,2021,173,16.6,2021,16.6,8.3,2021-03-22,173,TBD,173,2021-03-22,TBD,16.6,0.4,30,3310,45.62,-121.7,Greenpoint,SNTL:504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126.59,87.72,523,2021-03-22,2021,173,32.9,2021,32.9,16.45,2021-03-22,173,TBD,173,2021-03-22,TBD,32.9,0.8666666666666667,30,4920,45.7,-118.11,High Ridge,SNTL:523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63.91,100.25,526,2021-03-22,2021,173,17.5,2021,17.5,8.75,2021-03-22,173,TBD,173,2021-03-22,TBD,17.5,0.1,30,4790,44.42,-121.86,Hogg Pass,SNTL:526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48.82,112.93,529,2021-03-22,2021,173,20,2021,20,10,2021-03-22,173,TBD,173,2021-03-22,TBD,20,0.4827586206896552,29,4930,43.67,-122.57,Holland Meadows,SNTL:529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59.1,99.57,552,2021-03-22,2021,173,9.4,2021,9.4,4.7,2021-03-22,173,TBD,173,2021-03-22,TBD,9.4,0.4666666666666667,30,3520,44.39,-122.17,Jump Off Joe,SNTL:552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33.49,130.04,558,2021-03-22,2021,173,9.6,2021,9.6,4.8,2021-03-22,173,TBD,173,2021-03-22,TBD,9.6,0.9333333333333333,30,4340,42.72,-123.2,King Mountain,SNTL:558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111.12,117.28,563,2021-03-22,2021,173,10.5,2021,12.9,6.45,2021-02-28,151,2021-02-28,173,2021-03-22,TBD,10.5,0.5,30,5240,44.21,-118.64,Lake Creek R.S.,SNTL:563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59.51,94.72,584,2021-03-22,2021,173,32.7,2021,32.7,16.35,2021-03-22,173,TBD,173,2021-03-22,TBD,32.7,0.7666666666666667,30,4020,44.61,-122.23,Little Meadows,SNTL:584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113.43,94.14,605,2021-03-22,2021,173,10.1,2021,11,5.5,2021-03-01,152,2021-03-01,173,2021-03-22,TBD,10.1,0.7666666666666667,30,4970,45.27,-118.85,Lucky Strike,SNTL:605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102.93,95.1,608,2021-03-22,2021,173,6,2021,7.4,3.7,2021-03-03,154,2021-03-03,173,2021-03-22,TBD,6,0.7666666666666667,30,5150,45.11,-119.5,Madison Butte,SNTL:608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63.26,96.23,614,2021-03-22,2021,173,8,2021,8,4,2021-03-22,173,TBD,173,2021-03-22,TBD,8,0.5333333333333333,30,2590,44.59,-121.97,Marion Forks,SNTL:614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62.53,104.6,619,2021-03-22,2021,173,40.3,2021,40.3,20.15,2021-03-22,173,TBD,173,2021-03-22,TBD,40.3,0.5172413793103449,29,4770,44.21,-121.87,Mckenzie,SNTL:619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130.7,98.26,647,2021-03-22,2021,173,28.1,2021,28.1,14.05,2021-03-22,173,TBD,173,2021-03-22,TBD,28.1,0.8333333333333334,30,5760,45.27,-117.69,Moss Springs,SNTL:647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71.22,81.99,651,2021-03-22,2021,173,64.7,2021,64.7,32.35,2021-03-22,173,TBD,173,2021-03-22,TBD,64.7,0.7,30,5370,45.32,-121.72,Mt Hood Test Site,SNTL:651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138.46,100.04,653,2021-03-22,2021,173,12.5,2021,12.5,6.25,2021-03-22,173,TBD,173,2021-03-22,TBD,12.5,0.3,30,7910,45.27,-117.17,Mt. Howard,SNTL:653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70.52,83.37,655,2021-03-22,2021,173,34.1,2021,34.1,17.05,2021-03-22,173,TBD,173,2021-03-22,TBD,34.1,0.7333333333333333,30,4070,45.25,-121.74,Mud Ridge,SNTL:655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56.77,118.81,660,2021-03-22,2021,173,12.5,2021,13.2,6.6,2021-03-18,169,2021-03-18,173,2021-03-22,TBD,12.5,0.6,30,4910,43.51,-121.98,New Crescent Lake,SNTL:660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68.45,76.04,666,2021-03-22,2021,173,22.3,2021,22.3,11.15,2021-03-22,173,TBD,173,2021-03-22,TBD,22.3,0.6333333333333333,30,3060,45.55,-122,North Fork,SNTL:666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86.85,106.22,671,2021-03-22,2021,173,9.1,2021,10.4,5.2,2021-03-12,163,2021-03-12,173,2021-03-22,TBD,9.1,0.4,30,5430,44.43,-120.33,Ochoco Meadows,SNTL:671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66.49,86.98,687,2021-03-22,2021,173,15.5,2021,15.7,7.85,2021-03-14,165,2021-03-14,173,2021-03-22,TBD,15.5,0.6206896551724138,29,3420,45.04,-121.93,Peavine Ridge,SNTL:687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67.49,148.65,706,2021-03-22,2021,173,1,2021,1.1,0.55,2021-03-17,168,2021-03-17,173,2021-03-22,TBD,1,0.5666666666666667,30,5720,42.32,-120.83,Quartz Mountain,SNTL:706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54.18,114.69,710,2021-03-22,2021,173,0,2021,0.8,0.4,2021-02-28,151,2021-02-28,152,2021-03-01,2021-03-01,0,0.9655172413793104,29,2680,43.66,-122.21,Railroad Overpass,SNTL:710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72.33,79.14,712,2021-03-22,2021,173,50.3,2021,53.5,26.75,2021-02-27,150,2021-02-27,173,2021-03-22,TBD,50.3,0.7,30,4410,45.46,-121.7,Red Hill,SNTL:712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58.31,110.43,719,2021-03-22,2021,173,31.1,2021,31.1,15.55,2021-03-22,173,TBD,173,2021-03-22,TBD,31.1,0.6333333333333333,30,4950,43.9,-122.03,Roaring River,SNTL:719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107.06,120.77,721,2021-03-22,2021,173,5.8,2021,7.9,3.95,2021-03-03,154,2021-03-03,173,2021-03-22,TBD,5.8,0.6333333333333333,30,5290,44.01,-118.84,Rock Springs,SNTL:721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48.33,70.46,726,2021-03-22,2021,173,5.6,2021,6.9,3.45,2021-02-28,151,2021-02-28,173,2021-03-22,TBD,5.6,0.7,30,3110,45.54,-123.37,Saddle Mountain,SNTL:726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55.24,116.12,729,2021-03-22,2021,173,25.3,2021,25.3,12.65,2021-03-22,173,TBD,173,2021-03-22,TBD,25.3,0.7333333333333333,30,4220,43.61,-122.12,Salt Creek Falls,SNTL:729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62.68,99.45,733,2021-03-22,2021,173,17.3,2021,17.4,8.7,2021-03-11,162,2021-03-11,173,2021-03-22,TBD,17.3,0.6,30,3740,44.44,-121.95,Santiam Jct.,SNTL:733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137.16,105.76,736,2021-03-22,2021,173,30.6,2021,31.5,15.75,2021-03-14,165,2021-03-14,173,2021-03-22,TBD,30.6,0.6896551724137931,29,5400,45,-117.17,Schneider Meadows,SNTL:736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49.29,70.97,743,2021-03-22,2021,173,0,2021,2,1,2021-02-15,138,2021-02-15,144,2021-02-21,2021-02-21,0,0.6896551724137931,29,2060,45.53,-123.3,Seine Creek,SNTL:743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49.56,135.12,745,2021-03-22,2021,173,26.5,2021,26.5,13.25,2021-03-22,173,TBD,173,2021-03-22,TBD,26.5,0.36666666666666664,30,5700,42.7,-122.14,Sevenmile Marsh,SNTL:745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65.74,133.72,756,2021-03-22,2021,173,7.4,2021,8.5,4.25,2021-03-12,163,2021-03-12,173,2021-03-22,TBD,7.4,0.4,30,5740,42.96,-121.18,Silver Creek,SNTL:756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102.84,148,759,2021-03-22,2021,173,15.9,2021,15.9,7.95,2021-03-22,173,TBD,173,2021-03-22,TBD,15.9,0.5333333333333333,30,6990,42.75,-118.69,Silvies,SNTL:759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96.15,119.4,767,2021-03-22,2021,173,13.4,2021,13.5,6.75,2021-03-20,171,2021-03-20,173,2021-03-22,TBD,13.4,0.6,30,6230,43.95,-119.54,Snow Mountain,SNTL:767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105.64,114.82,789,2021-03-22,2021,173,6.4,2021,8.8,4.4,2021-03-02,153,2021-03-02,173,2021-03-22,TBD,6.4,0.7333333333333333,30,5250,44.26,-119.02,Starr Ridge,SNTL:789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66.26,152.61,794,2021-03-22,2021,173,3.2,2021,4.3,2.15,2021-02-21,144,2021-02-21,173,2021-03-22,TBD,3.2,0.5333333333333333,30,5770,42.13,-120.84,Strawberry,SNTL:794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70.09,140.76,800,2021-03-22,2021,173,7.8,2021,7.8,3.9,2021-03-22,173,TBD,173,2021-03-22,TBD,7.8,0.03333333333333333,30,7080,42.7,-120.8,Summer Rim,SNTL:800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,119.39,801,2021-03-22,2021,173,35,2021,35,17.5,2021-03-22,173,TBD,173,2021-03-22,TBD,35,0.4482758620689655,29,5610,43.45,-122.14,Summit Lake,SNTL:801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60.37,138.36,810,2021-03-22,2021,173,0.5,2021,4.8,2.4,2021-02-25,148,2021-02-25,166,2021-03-15,2021-03-15,0.5,0.23333333333333334,30,5030,42.69,-121.43,Taylor Butte,SNTL:810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
