x,y,site_id,date,water_year,water_day,swe,year,peak_swe,sm50_swe,peak_date,peak_day,peak_met,sm50_day,sm50_date,sm50_met,apr1_swe,ptile_swe,wy_n,elev_ft,latitude,longitude,site_name,sntl_id,d_peak,d_sm50,d_apr1,d_swe,apr1_x,apr1_y,peak_x,peak_y,sm50_x,sm50_y
65.49,217.47,1242,2021-03-22,2021,173,6,2021,6.4,3.2,2021-03-20,171,2021-03-20,173,2021-03-22,TBD,6,NA,NA,6493,39.25,-119.88,Little Valley,SNTL:1242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148.32,200.47,1243,2021-03-22,2021,173,1.9,2021,5,2.5,2021-03-02,153,2021-03-02,169,2021-03-18,2021-03-18,1.9,NA,NA,6555,40.86,-115.22,Dry Creek,SNTL:1243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149.92,200.8,1244,2021-03-22,2021,173,11.8,2021,12,6,2021-03-15,166,2021-03-15,173,2021-03-22,TBD,11.8,NA,NA,7760,40.86,-115.12,Pole Canyon,SNTL:1244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140.06,182.9,1262,2021-03-22,2021,173,1.5,2021,2.8,1.4,2021-03-15,166,2021-03-15,171,2021-03-20,2021-03-20,1.5,NA,NA,6798,41.57,-115.94,Fry Canyon,SNTL:1262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154.92,179.52,1272,2021-03-22,2021,173,4.8,2021,5.6,2.8,2021-03-14,165,2021-03-14,173,2021-03-22,TBD,4.8,NA,NA,6520,41.86,-115.08,ONeil Creek,SNTL:1272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103.21,221.73,2170,2021-03-22,2021,173,0.5,2021,2.7,1.35,2021-03-02,153,2021-03-02,158,2021-03-07,2021-03-07,0.5,NA,NA,7187,39.47,-117.62,Porter Canyon,SNTL:2170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148.96,178.97,321,2021-03-22,2021,173,16.1,2021,16.1,8.05,2021-03-22,173,TBD,173,2021-03-22,TBD,16.1,0.3793103448275862,29,8040,41.83,-115.45,Bear Creek,SNTL:321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151.37,235.43,334,2021-03-22,2021,173,11.3,2021,11.3,5.65,2021-03-22,173,TBD,173,2021-03-22,TBD,11.3,0.23333333333333334,30,9377,39.32,-114.62,Berry Creek,SNTL:334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144.86,179.67,336,2021-03-22,2021,173,6.7,2021,7.5,3.75,2021-03-12,163,2021-03-12,173,2021-03-22,TBD,6.7,0.36666666666666664,30,6898,41.76,-115.69,Big Bend,SNTL:336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110.45,227.42,337,2021-03-22,2021,173,16.8,2021,16.8,8.4,2021-03-22,173,TBD,173,2021-03-22,TBD,16.8,0.5666666666666667,30,8685,39.29,-117.12,Big Creek Sum,SNTL:337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65.62,212.99,340,2021-03-22,2021,173,14.3,2021,14.3,7.15,2021-03-22,173,TBD,173,2021-03-22,TBD,14.3,0.2962962962962963,27,8235,39.45,-119.94,Big Meadow,SNTL:340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115.87,173.51,373,2021-03-22,2021,173,11.7,2021,12.4,6.2,2021-03-17,168,2021-03-17,173,2021-03-22,TBD,11.7,0.7,30,6930,41.75,-117.53,Buckskin Lower,SNTL:373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140.62,211.82,417,2021-03-22,2021,173,14.6,2021,14.6,7.3,2021-03-22,173,TBD,173,2021-03-22,TBD,14.6,0.5333333333333333,30,8445,40.28,-115.54,Corral Canyon,SNTL:417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132.53,226.21,443,2021-03-22,2021,173,5.7,2021,5.7,2.85,2021-03-22,173,TBD,173,2021-03-22,TBD,5.7,0.5555555555555556,27,8017,39.56,-115.84,Diamond Peak,SNTL:443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106.62,166.41,445,2021-03-22,2021,173,4.9,2021,6,3,2021-03-17,168,2021-03-17,173,2021-03-22,TBD,4.9,0.4827586206896552,29,6260,41.97,-118.19,Disaster Peak,SNTL:445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148.62,199.86,453,2021-03-22,2021,173,12.1,2021,12.1,6.05,2021-03-22,173,TBD,173,2021-03-22,TBD,12.1,0.36666666666666664,30,7903,40.89,-115.21,Dorsey Basin,SNTL:453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150.25,183.03,454,2021-03-22,2021,173,10.1,2021,10.1,5.05,2021-03-22,173,TBD,173,2021-03-22,TBD,10.1,0.48148148148148145,27,7332,41.66,-115.32,Draw Creek,SNTL:454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138.68,177.02,476,2021-03-22,2021,173,12.4,2021,12.4,6.2,2021-03-22,173,TBD,173,2021-03-22,TBD,12.4,0.26666666666666666,30,7031,41.82,-116.1,Fawn Creek,SNTL:476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114.84,175.06,498,2021-03-22,2021,173,19.1,2021,19.1,9.55,2021-03-22,173,TBD,173,2021-03-22,TBD,19.1,0.4666666666666667,30,8503,41.67,-117.57,Granite Peak,SNTL:498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141.23,209.72,503,2021-03-22,2021,173,10.9,2021,11,5.5,2021-03-03,154,2021-03-03,173,2021-03-22,TBD,10.9,0.3,30,8185,40.38,-115.53,Green Mountain,SNTL:503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150.59,199.15,527,2021-03-22,2021,173,10.2,2021,10.2,5.1,2021-03-22,173,TBD,173,2021-03-22,TBD,10.2,0.32142857142857145,28,8163,40.94,-115.1,Hole-in-Mountain,SNTL:527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138.86,183.09,548,2021-03-22,2021,173,14.5,2021,14.5,7.25,2021-03-22,173,TBD,173,2021-03-22,TBD,14.5,0.43333333333333335,30,7377,41.55,-116.01,Jack Creek Upper,SNTL:548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138.68,183.94,549,2021-03-22,2021,173,NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8424,41.51,-116.01,Jacks Peak,SNTL:549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113.16,178.04,569,2021-03-22,2021,173,8.8,2021,9.9,4.95,2021-03-14,165,2021-03-14,173,2021-03-22,TBD,8.8,0.4827586206896552,29,6395,41.52,-117.63,Lamance Creek,SNTL:569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144.79,204.65,570,2021-03-22,2021,173,11.6,2021,11.6,5.8,2021-03-22,173,TBD,173,2021-03-22,TBD,11.6,0.3333333333333333,30,8051,40.64,-115.38,Lamoille #3,SNTL:570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139.59,178.11,573,2021-03-22,2021,173,9.1,2021,9.9,4.95,2021-03-15,166,2021-03-15,173,2021-03-22,TBD,9.1,0.41379310344827586,29,6682,41.78,-116.03,Laurel Draw,SNTL:573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64.68,219.3,615,2021-03-22,2021,173,15.5,2021,15.5,7.75,2021-03-22,173,TBD,173,2021-03-22,TBD,15.5,0.3333333333333333,30,7884,39.16,-119.9,Marlette Lake,SNTL:615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65.71,215.95,652,2021-03-22,2021,173,23.6,2021,23.6,11.8,2021-03-22,173,TBD,173,2021-03-22,TBD,23.6,0.3,30,8801,39.32,-119.89,Mt Rose Ski Area,SNTL:652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152.28,178.76,698,2021-03-22,2021,173,17.7,2021,17.7,8.85,2021-03-22,173,TBD,173,2021-03-22,TBD,17.7,0.43333333333333335,30,8360,41.87,-115.25,Pole Creek R.S.,SNTL:698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148.24,180.83,746,2021-03-22,2021,173,7.1,2021,7.4,3.7,2021-03-16,167,2021-03-16,173,2021-03-22,TBD,7.1,0.3333333333333333,30,7350,41.74,-115.47,Seventysix Creek,SNTL:746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86.75,163.12,750,2021-03-22,2021,173,0,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9047619047619048,21,5865,41.9,-119.44,Sheldon,SNTL:750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137.08,189.86,811,2021-03-22,2021,173,1.2,2021,3.4,1.7,2021-03-15,166,2021-03-15,170,2021-03-19,2021-03-19,1.2,0.3333333333333333,30,6325,41.23,-116.03,Taylor Canyon,SNTL:811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144.98,238.39,849,2021-03-22,2021,173,6.5,2021,6.5,3.25,2021-03-22,173,TBD,173,2021-03-22,TBD,6.5,0.03333333333333333,30,9163,39.13,-114.96,Ward Mountain,SNTL:849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.96,83.18,1008,2021-03-22,2021,173,10.2,2021,10.3,5.15,2021-03-14,165,2021-03-14,173,2021-03-22,TBD,10.2,NA,NA,7410,46.91,-110.85,Onion Park,SNTL:1008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238.29,82.64,1009,2021-03-22,2021,173,9.8,2021,10.1,5.05,2021-03-17,168,2021-03-17,173,2021-03-22,TBD,9.8,NA,NA,6550,46.93,-110.9,Stringer Creek,SNTL:1009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245.81,115.11,1105,2021-03-22,2021,173,5.2,2021,5.2,2.6,2021-03-22,173,TBD,173,2021-03-22,TBD,5.2,NA,2,6335,45.5,-110.08,East Boulder Mine,SNTL:1105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239.59,92.69,1106,2021-03-22,2021,173,16,2021,16,8,2021-03-22,173,TBD,173,2021-03-22,TBD,16,NA,2,7600,46.48,-110.71,Elk Peak,SNTL:1106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191.92,51.46,1144,2021-03-22,2021,173,9.2,2021,9.5,4.75,2021-03-13,164,2021-03-13,173,2021-03-22,TBD,9.2,NA,NA,5650,47.98,-114.35,Blacktail Mtn,SNTL:1144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190.55,108.63,1286,2021-03-22,2021,173,27.7,2021,27.7,13.85,2021-03-22,173,TBD,173,2021-03-22,TBD,27.7,NA,NA,8620,45.37,-113.72,Slagamelt Lakes,SNTL:1286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197.27,122.91,1287,2021-03-22,2021,173,8.7,2021,8.7,4.35,2021-03-22,173,TBD,173,2021-03-22,TBD,8.7,NA,NA,8800,44.78,-113.12,JL Meadow,SNTL:1287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211.7,51.89,307,2021-03-22,2021,173,29.9,2021,29.9,14.95,2021-03-22,173,TBD,173,2021-03-22,TBD,29.9,0.6333333333333333,30,6900,48.13,-113.02,Badger Pass,SNTL:307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178.66,35.84,311,2021-03-22,2021,173,13.3,2021,13.3,6.65,2021-03-22,173,TBD,173,2021-03-22,TBD,13.3,0.13333333333333333,30,5600,48.57,-115.45,Banfield Mountain,SNTL:311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.26,94.71,313,2021-03-22,2021,173,11.9,2021,11.9,5.95,2021-03-22,173,TBD,173,2021-03-22,TBD,11.9,0.4,30,8250,46.1,-113.13,Barker Lakes,SNTL:313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210.21,102.74,315,2021-03-22,2021,173,5.5,2021,5.5,2.75,2021-03-22,173,TBD,173,2021-03-22,TBD,5.5,0.13333333333333333,30,7180,45.8,-112.52,Basin Creek,SNTL:315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198.2,129.92,318,2021-03-22,2021,173,5.8,2021,5.8,2.9,2021-03-22,173,TBD,173,2021-03-22,TBD,5.8,0,30,8850,44.47,-112.98,Beagle Springs,SNTL:318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224.61,123.88,328,2021-03-22,2021,173,12.2,2021,12.2,6.1,2021-03-22,173,TBD,173,2021-03-22,TBD,12.2,0.16666666666666666,30,7850,44.95,-111.36,Beaver Creek,SNTL:328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195.75,58.78,346,2021-03-22,2021,173,8,2021,8.1,4.05,2021-03-21,172,2021-03-21,173,2021-03-22,TBD,8,NA,19,4920,47.68,-114,Bisson Creek,SNTL:346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199.02,87.3,349,2021-03-22,2021,173,11.3,2021,11.3,5.65,2021-03-22,173,TBD,173,2021-03-22,TBD,11.3,0.7333333333333333,30,7210,46.41,-113.43,Black Pine,SNTL:349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193.06,113.52,355,2021-03-22,2021,173,9.9,2021,9.9,4.95,2021-03-22,173,TBD,173,2021-03-22,TBD,9.9,0.4666666666666667,30,7600,45.17,-113.5,Bloody Dick,SNTL:355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231.26,89.61,360,2021-03-22,2021,173,17.9,2021,17.9,8.95,2021-03-22,173,TBD,173,2021-03-22,TBD,17.9,0.4666666666666667,30,7950,46.56,-111.29,Boulder Mountain,SNTL:360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242.51,119.66,363,2021-03-22,2021,173,8.6,2021,8.6,4.3,2021-03-22,173,TBD,173,2021-03-22,TBD,8.6,0.5666666666666667,30,6670,45.27,-110.25,Box Canyon,SNTL:363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234.17,104.76,365,2021-03-22,2021,173,18.3,2021,18.3,9.15,2021-03-22,173,TBD,173,2021-03-22,TBD,18.3,NA,16,7320,45.89,-110.94,Brackett Creek,SNTL:365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198.42,98.85,381,2021-03-22,2021,173,7.3,2021,7.9,3.95,2021-03-14,165,2021-03-14,173,2021-03-22,TBD,7.3,0.5,30,6430,45.88,-113.33,Calvert Creek,SNTL:381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225.7,123.84,385,2021-03-22,2021,173,20.9,2021,20.9,10.45,2021-03-22,173,TBD,173,2021-03-22,TBD,20.9,0.36666666666666664,30,9000,44.96,-111.29,Carrot Basin,SNTL:385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217.42,121.15,403,2021-03-22,2021,173,12.6,2021,12.6,6.3,2021-03-22,173,TBD,173,2021-03-22,TBD,12.6,0.2,30,8600,45.02,-111.85,Clover Meadow,SNTL:403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255.89,123.37,407,2021-03-22,2021,173,11.1,2021,11.1,5.55,2021-03-22,173,TBD,173,2021-03-22,TBD,11.1,0.36666666666666664,30,7850,45.19,-109.35,Cole Creek,SNTL:407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199.85,86.13,410,2021-03-22,2021,173,5.6,2021,5.6,2.8,2021-03-22,173,TBD,173,2021-03-22,TBD,5.6,0.8333333333333334,30,5600,46.47,-113.39,Combination,SNTL:410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213.75,75.68,413,2021-03-22,2021,173,6.7,2021,7.6,3.8,2021-03-14,165,2021-03-14,173,2021-03-22,TBD,6.7,0.16666666666666666,30,5200,47.06,-112.6,Copper Bottom,SNTL:413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211.92,74.92,414,2021-03-22,2021,173,23.7,2021,26.8,13.4,2021-02-28,151,2021-02-28,173,2021-03-22,TBD,23.7,0.3333333333333333,30,6950,47.08,-112.73,Copper Camp,SNTL:414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258.37,88.72,427,2021-03-22,2021,173,9.9,2021,10.2,5.1,2021-03-13,164,2021-03-13,173,2021-03-22,TBD,9.9,0.26666666666666666,30,6050,46.79,-109.51,Crystal Lake,SNTL:427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191.88,91.02,433,2021-03-22,2021,173,9.2,2021,9.4,4.7,2021-03-17,168,2021-03-17,173,2021-03-22,TBD,9.2,0.43333333333333335,30,5780,46.18,-113.85,Daly Creek,SNTL:433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191.86,113.3,436,2021-03-22,2021,173,25.5,2021,25.5,12.75,2021-03-22,173,TBD,173,2021-03-22,TBD,25.5,0.5333333333333333,30,8945,45.17,-113.58,Darkhorse Lake,SNTL:436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241.07,86.13,437,2021-03-22,2021,173,8.6,2021,8.8,4.4,2021-03-18,169,2021-03-18,173,2021-03-22,TBD,8.6,0.36666666666666664,30,6450,46.79,-110.68,Deadman Creek,SNTL:437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213.4,125.53,448,2021-03-22,2021,173,6.4,2021,6.4,3.2,2021-03-22,173,TBD,173,2021-03-22,TBD,6.4,0.03333333333333333,30,7800,44.79,-112.06,Divide,SNTL:448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215.18,54.05,458,2021-03-22,2021,173,4.6,2021,4.7,2.35,2021-03-12,163,2021-03-12,173,2021-03-22,TBD,4.6,0.1111111111111111,27,5750,48.06,-112.76,Dupuyer Creek,SNTL:458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199.65,43.09,469,2021-03-22,2021,173,11.9,2021,13.3,6.65,2021-03-13,164,2021-03-13,173,2021-03-22,TBD,11.9,0.3,30,4350,48.43,-113.94,Emery Creek,SNTL:469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246.53,124.87,480,2021-03-22,2021,173,28.8,2021,28.8,14.4,2021-03-22,173,TBD,173,2021-03-22,TBD,28.8,0.5333333333333333,30,9100,45.06,-109.94,Fisher Creek,SNTL:480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.28,35.51,482,2021-03-22,2021,173,41.8,2021,41.8,20.9,2021-03-22,173,TBD,173,2021-03-22,TBD,41.8,0.6666666666666666,30,6300,48.8,-113.86,Flattop Mtn.,SNTL:482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217.49,89.94,487,2021-03-22,2021,173,7.2,2021,7.4,3.7,2021-03-17,168,2021-03-17,173,2021-03-22,TBD,7.2,0.6666666666666666,30,6480,46.44,-112.19,Frohner Meadow,SNTL:487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189.79,30.67,500,2021-03-22,2021,173,11,2021,11.6,5.8,2021-03-08,159,2021-03-08,173,2021-03-22,TBD,11,0.23333333333333334,30,4300,48.91,-114.77,Grave Creek,SNTL:500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186.26,43.1,510,2021-03-22,2021,173,9,2021,9.7,4.85,2021-03-12,163,2021-03-12,173,2021-03-22,TBD,9,0.36666666666666664,30,5035,48.31,-114.84,Hand Creek,SNTL:510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173.33,25.95,516,2021-03-22,2021,173,19.4,2021,19.4,9.7,2021-03-22,173,TBD,173,2021-03-22,TBD,19.4,0.3,30,6450,48.97,-115.95,Hawkins Lake,SNTL:516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177.84,70.63,530,2021-03-22,2021,173,31.5,2021,31.5,15.75,2021-03-22,173,TBD,173,2021-03-22,TBD,31.5,0.26666666666666666,30,6050,46.98,-115.03,Hoodoo Basin,SNTL:530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197.94,64.68,562,2021-03-22,2021,173,10.9,2021,12,6,2021-03-13,164,2021-03-13,173,2021-03-22,TBD,10.9,0.43333333333333335,30,4750,47.43,-113.78,Kraft Creek,SNTL:562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216.33,130.44,568,2021-03-22,2021,173,7.2,2021,7.2,3.6,2021-03-22,173,TBD,173,2021-03-22,TBD,7.2,0.16666666666666666,30,7400,44.59,-111.82,Lakeview Ridge,SNTL:568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232.4,113.04,578,2021-03-22,2021,173,9.8,2021,9.8,4.9,2021-03-22,173,TBD,173,2021-03-22,TBD,9.8,0.6333333333333333,30,6860,45.5,-110.97,Lick Creek,SNTL:578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224.67,116.85,590,2021-03-22,2021,173,16,2021,16,8,2021-03-22,173,TBD,173,2021-03-22,TBD,16,NA,19,8880,45.27,-111.43,Lone Mountain,SNTL:590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218.14,110.48,603,2021-03-22,2021,173,13.3,2021,13.3,6.65,2021-03-22,173,TBD,173,2021-03-22,TBD,13.3,0.26666666666666666,30,7900,45.51,-111.92,Lower Twin,SNTL:603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.49,77.6,604,2021-03-22,2021,173,4.4,2021,6.1,3.05,2021-03-10,161,2021-03-10,173,2021-03-22,TBD,4.4,0.6666666666666666,30,4680,46.88,-113.32,Lubrecht Flume,SNTL:604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227.01,132.19,609,2021-03-22,2021,173,18.4,2021,18.4,9.2,2021-03-22,173,TBD,173,2021-03-22,TBD,18.4,0.3333333333333333,30,7750,44.59,-111.12,Madison Plateau,SNTL:609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204.99,36.02,613,2021-03-22,2021,173,10.2,2021,10.7,5.35,2021-03-14,165,2021-03-14,173,2021-03-22,TBD,10.2,0.3,30,4900,48.8,-113.67,Many Glacier,SNTL:613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242.49,120.75,635,2021-03-22,2021,173,19.9,2021,19.9,9.95,2021-03-22,173,TBD,173,2021-03-22,TBD,19.9,0.7,30,8850,45.22,-110.24,Monument Peak,SNTL:635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213.79,56.86,649,2021-03-22,2021,173,17.1,2021,17.2,8.6,2021-03-19,170,2021-03-19,173,2021-03-22,TBD,17.1,0.5333333333333333,30,6400,47.92,-112.82,Mount Lockhart,SNTL:649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.13,109.89,656,2021-03-22,2021,173,13.8,2021,13.8,6.9,2021-03-22,173,TBD,173,2021-03-22,TBD,13.8,0.5666666666666667,30,8300,45.41,-112.96,Mule Creek,SNTL:656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.04,77.92,657,2021-03-22,2021,173,9.9,2021,10.1,5.05,2021-03-18,169,2021-03-18,173,2021-03-22,TBD,9.9,0.4666666666666667,30,6250,46.87,-113.28,N Fk Elk Creek,SNTL:657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180.66,98.78,662,2021-03-22,2021,173,16.3,2021,16.3,8.15,2021-03-22,173,TBD,173,2021-03-22,TBD,16.3,0.8666666666666667,30,5650,45.73,-114.48,Nez Perce Camp,SNTL:662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198.42,48.77,664,2021-03-22,2021,173,34.2,2021,34.2,17.1,2021-03-22,173,TBD,173,2021-03-22,TBD,34.2,0.43333333333333335,30,6040,48.16,-113.95,Noisy Basin,SNTL:664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197.59,68.12,667,2021-03-22,2021,173,33.6,2021,33.6,16.8,2021-03-22,173,TBD,173,2021-03-22,TBD,33.6,0.38095238095238093,21,6330,47.27,-113.76,North Fork Jocko,SNTL:667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245.31,125.78,670,2021-03-22,2021,173,8.5,2021,8.5,4.25,2021-03-22,173,TBD,173,2021-03-22,TBD,8.5,0.4,30,7350,45.01,-110.01,Northeast Entrance,SNTL:670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231.62,89.23,690,2021-03-22,2021,173,7.7,2021,7.7,3.85,2021-03-22,173,TBD,173,2021-03-22,TBD,7.7,0.3333333333333333,30,6650,46.58,-111.27,Pickfoot Creek,SNTL:690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207.89,47.48,693,2021-03-22,2021,173,2,2021,5.1,2.55,2021-02-15,138,2021-02-15,168,2021-03-17,2021-03-17,2,0,30,5930,48.3,-113.33,Pike Creek,SNTL:693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245.41,116.8,696,2021-03-22,2021,173,16.9,2021,16.9,8.45,2021-03-22,173,TBD,173,2021-03-22,TBD,16.9,0.7333333333333333,30,8830,45.42,-110.09,Placer Basin,SNTL:696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241.94,101.15,700,2021-03-22,2021,173,4.9,2021,5,2.5,2021-03-20,171,2021-03-20,173,2021-03-22,TBD,4.9,0.26666666666666666,30,6500,46.11,-110.47,Porcupine,SNTL:700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216.16,91.47,722,2021-03-22,2021,173,13.3,2021,13.4,6.7,2021-03-20,171,2021-03-20,173,2021-03-22,TBD,13.3,0.7333333333333333,30,8000,46.36,-112.26,Rocker Peak,SNTL:722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242.47,101.67,725,2021-03-22,2021,173,11.8,2021,11.8,5.9,2021-03-22,173,TBD,173,2021-03-22,TBD,11.8,0.16666666666666666,30,8100,46.09,-110.43,S Fork Shields,SNTL:725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215.76,121.75,753,2021-03-22,2021,173,5.2,2021,5.2,2.6,2021-03-22,173,TBD,173,2021-03-22,TBD,5.2,0.45454545454545453,22,7000,44.98,-111.95,Short Creek,SNTL:753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232.21,115.21,754,2021-03-22,2021,173,20.5,2021,20.5,10.25,2021-03-22,173,TBD,173,2021-03-22,TBD,20.5,0.6666666666666666,30,8100,45.4,-110.96,Shower Falls,SNTL:754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193.31,89.97,760,2021-03-22,2021,173,20.2,2021,20.2,10.1,2021-03-22,173,TBD,173,2021-03-22,TBD,20.2,0.5,30,7250,46.24,-113.77,Skalkaho Summit,SNTL:760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241.92,86.48,781,2021-03-22,2021,173,20.4,2021,20.4,10.2,2021-03-22,173,TBD,173,2021-03-22,TBD,20.4,0.7,30,8100,46.78,-110.62,Spur Park,SNTL:781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188.91,68.43,783,2021-03-22,2021,173,12.8,2021,12.8,6.4,2021-03-22,173,TBD,173,2021-03-22,TBD,12.8,NA,19,6150,47.18,-114.33,Sleeping Woman,SNTL:783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188.52,30.41,787,2021-03-22,2021,173,25.6,2021,25.6,12.8,2021-03-22,173,TBD,173,2021-03-22,TBD,25.6,0.13333333333333333,30,6030,48.91,-114.86,Stahl Peak,SNTL:787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218.72,126.43,813,2021-03-22,2021,173,10.6,2021,10.6,5.3,2021-03-22,173,TBD,173,2021-03-22,TBD,10.6,0.4,30,8000,44.79,-111.71,Tepee Creek,SNTL:813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182.82,90.15,835,2021-03-22,2021,173,17,2021,17,8.5,2021-03-22,173,TBD,173,2021-03-22,TBD,17,0.6666666666666666,30,5600,46.14,-114.45,Twelvemile Creek,SNTL:835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
