"x","y","site_id","d_peak","d_sm50","d_apr1"
417.78,115.05,"sntl_950","M0 95.846154 L5 92.153846 L10 93.692308 L15 93 L20 91.692308 L25 94.615385 L30 95.461538 L35 96.923077 L40 92.692308 L45 93.076923 L50 85.846154 L55 90.076923 L60 88.384615 L65 92.153846 L70 92.769231 L75 95.307692 L80 94.846154 L85 95.769231 L90 96 L95 89.307692 L100 94.461538 L105 93.615385 L110 94.230769 L115 94.461538 L120 91.846154 L125 93.076923 L130 96.769231 L135 94.153846 L140 92.461538 L145 95.307692 L150 92.692308 L155 93.307692 L160 92.384615 L165 92.153846 L170 92.923077 L175 93.692308 L180 91.923077 L185 86.769231 L190 94.076923 L195 88.461538 L200 93.923077 L5 95.846154","M0 98.794521 L5 97.479452 L10 98.027397 L15 97.780822 L20 97.315068 L25 98.356164 L30 98.657534 L35 99.178082 L40 97.671233 L45 97.808219 L50 95.232877 L55 96.739726 L60 96.136986 L65 97.479452 L70 97.69863 L75 98.60274 L80 98.438356 L85 98.767123 L90 98.849315 L95 96.465753 L100 98.30137 L105 98 L110 98.219178 L115 98.30137 L120 97.369863 L125 97.808219 L130 99.123288 L135 98.191781 L140 97.589041 L145 98.60274 L150 97.671233 L155 97.890411 L160 97.561644 L165 97.479452 L170 97.753425 L175 98.027397 L180 97.39726 L185 95.561644 L190 98.164384 L195 96.164384 L200 98.109589 L5 98.794521","M0 95.5 L5 91.5 L10 93.166667 L15 92.416667 L20 91 L25 94.166667 L30 95.083333 L35 96.666667 L40 92.083333 L45 92.5 L50 84.666667 L55 89.25 L60 87.416667 L65 91.5 L70 92.166667 L75 94.916667 L80 94.416667 L85 95.416667 L90 95.666667 L95 88.416667 L100 94 L105 93.083333 L110 93.75 L115 94 L120 91.166667 L125 92.5 L130 96.5 L135 93.666667 L140 91.833333 L145 94.916667 L150 92.083333 L155 92.75 L160 91.75 L165 91.5 L170 92.333333 L175 93.166667 L180 91.25 L185 85.666667 L190 93.583333 L195 87.5 L200 93.416667 L5 95.5"
422.89,112.57,"sntl_951","M5 96.307692 L10 96.461538 L15 97.076923 L20 94.384615 L25 97.923077 L30 97.615385 L35 97.846154 L40 96.153846 L45 95.384615 L50 95.384615 L55 95.923077 L60 94.076923 L65 97.307692 L70 95.538462 L75 97.538462 L80 96.692308 L85 97.230769 L90 97.923077 L95 95.076923 L100 96.615385 L105 96.307692 L110 96.615385 L115 96.384615 L120 95.769231 L125 95.846154 L130 98 L135 97.230769 L140 95.153846 L145 98.384615 L150 96.076923 L155 96.769231 L160 95.923077 L165 96.384615 L170 95.923077 L175 97.076923 L180 95.538462 L185 94.461538 L190 97.384615 L195 94.307692 L200 96.615385 L10 96.307692","M5 98.958904 L10 99.013699 L15 99.232877 L20 98.273973 L25 99.534247 L30 99.424658 L35 99.506849 L40 98.90411 L45 98.630137 L50 98.630137 L55 98.821918 L60 98.164384 L65 99.315068 L70 98.684932 L75 99.39726 L80 99.09589 L85 99.287671 L90 99.534247 L95 98.520548 L100 99.068493 L105 98.958904 L110 99.068493 L115 98.986301 L120 98.767123 L125 98.794521 L130 99.561644 L135 99.287671 L140 98.547945 L145 99.69863 L150 98.876712 L155 99.123288 L160 98.821918 L165 98.986301 L170 98.821918 L175 99.232877 L180 98.684932 L185 98.30137 L190 99.342466 L195 98.246575 L200 99.068493 L10 98.958904","M5 96 L10 96.166667 L15 96.833333 L20 93.916667 L25 97.75 L30 97.416667 L35 97.666667 L40 95.833333 L45 95 L50 95 L55 95.583333 L60 93.583333 L65 97.083333 L70 95.166667 L75 97.333333 L80 96.416667 L85 97 L90 97.75 L95 94.666667 L100 96.333333 L105 96 L110 96.333333 L115 96.083333 L120 95.416667 L125 95.5 L130 97.833333 L135 97 L140 94.75 L145 98.25 L150 95.75 L155 96.5 L160 95.583333 L165 96.083333 L170 95.583333 L175 96.833333 L180 95.166667 L185 94 L190 97.166667 L195 93.833333 L200 96.333333 L10 96"
427.07,109.24,"sntl_952","M35 99.230769 L40 99.230769 L45 99.230769 L50 99.230769 L60 100 L65 99.230769 L70 100 L80 99.230769 L85 99.230769 L90 99.230769 L95 100 L100 99.230769 L105 99.230769 L110 99.230769 L115 100 L120 100 L125 99.230769 L135 100 L140 99.230769 L145 100 L150 100 L155 99.230769 L160 100 L190 100 L195 100 L200 100 L200 100 L40 99.230769","M35 100 L40 100 L45 100 L50 100 L60 NA L65 100 L70 NA L80 100 L85 100 L90 100 L95 NA L100 100 L105 100 L110 100 L115 NA L120 NA L125 100 L135 NA L140 100 L145 NA L150 NA L155 100 L160 NA L190 NA L195 NA L200 NA L200 NA L40 100","M35 99.166667 L40 99.166667 L45 99.166667 L50 99.166667 L60 100 L65 99.166667 L70 100 L80 99.166667 L85 99.166667 L90 99.166667 L95 100 L100 99.166667 L105 99.166667 L110 99.166667 L115 100 L120 100 L125 99.166667 L135 100 L140 99.166667 L145 100 L150 100 L155 99.166667 L160 100 L190 100 L195 100 L200 100 L200 100 L40 99.166667"
399.71,176.85,"sntl_953","M195 97.923077 L200 98.769231 L200 97.923077","M195 99.534247 L200 99.835616 L200 99.534247","M195 97.75 L200 98.666667 L200 97.75"
400.11,191.97,"sntl_954","M10 60.307692 L15 71.076923 L20 66.846154 L25 71 L30 61.076923 L35 45.307692 L40 76.230769 L45 72.769231 L50 66.923077 L55 66.846154 L60 69.076923 L65 78.230769 L70 63.692308 L75 82.384615 L80 70 L85 47.153846 L90 66.461538 L95 57.230769 L100 35.769231 L105 58.307692 L110 75.846154 L115 70.461538 L120 72.230769 L125 62.461538 L130 69.923077 L135 50.538462 L140 72.692308 L145 49.230769 L150 79.076923 L155 64.461538 L160 70.461538 L165 83.538462 L170 84.461538 L175 55.153846 L180 82.153846 L185 82.923077 L190 78.230769 L195 84.846154 L200 72.769231 L15 60.307692","M10 86.136986 L15 89.972603 L20 88.465753 L25 89.945205 L30 86.410959 L35 80.794521 L40 91.808219 L45 90.575342 L50 88.493151 L55 88.465753 L60 89.260274 L65 92.520548 L70 87.342466 L75 94 L80 89.589041 L85 81.452055 L90 88.328767 L95 85.041096 L100 77.39726 L105 85.424658 L110 91.671233 L115 89.753425 L120 90.383562 L125 86.90411 L130 89.561644 L135 82.657534 L140 90.547945 L145 82.191781 L150 92.821918 L155 87.616438 L160 89.753425 L165 94.410959 L170 94.739726 L175 84.30137 L180 93.917808 L185 94.191781 L190 92.520548 L195 94.876712 L200 90.575342 L15 86.136986","M10 57 L15 68.666667 L20 64.083333 L25 68.583333 L30 57.833333 L35 40.75 L40 74.25 L45 70.5 L50 64.166667 L55 64.083333 L60 66.5 L65 76.416667 L70 60.666667 L75 80.916667 L80 67.5 L85 42.75 L90 63.666667 L95 53.666667 L100 30.416667 L105 54.833333 L110 73.833333 L115 68 L120 69.916667 L125 59.333333 L130 67.416667 L135 46.416667 L140 70.416667 L145 45 L150 77.333333 L155 61.5 L160 68 L165 82.166667 L170 83.166667 L175 51.416667 L180 80.666667 L185 81.5 L190 76.416667 L195 83.583333 L200 70.5 L15 57"
397.19,195.13,"sntl_955","M45 89.076923 L50 91.846154 L55 88.615385 L60 88.615385 L65 91.846154 L70 89.769231 L75 95.153846 L80 92.769231 L85 91.153846 L90 91.461538 L95 88.538462 L100 87.384615 L105 90.461538 L110 94 L115 90.538462 L120 90.923077 L125 91.076923 L130 90.923077 L135 89.692308 L140 92.692308 L145 88.230769 L150 92.307692 L155 85 L160 91.615385 L165 95.461538 L170 95.384615 L175 89.923077 L180 94 L185 93.538462 L190 93 L195 94 L200 91.153846 L50 89.076923","M45 96.383562 L50 97.369863 L55 96.219178 L60 96.219178 L65 97.369863 L70 96.630137 L75 98.547945 L80 97.69863 L85 97.123288 L90 97.232877 L95 96.191781 L100 95.780822 L105 96.876712 L110 98.136986 L115 96.90411 L120 97.041096 L125 97.09589 L130 97.041096 L135 96.60274 L140 97.671233 L145 96.082192 L150 97.534247 L155 94.931507 L160 97.287671 L165 98.657534 L170 98.630137 L175 96.684932 L180 98.136986 L185 97.972603 L190 97.780822 L195 98.136986 L200 97.123288 L50 96.383562","M45 88.166667 L50 91.166667 L55 87.666667 L60 87.666667 L65 91.166667 L70 88.916667 L75 94.75 L80 92.166667 L85 90.416667 L90 90.75 L95 87.583333 L100 86.333333 L105 89.666667 L110 93.5 L115 89.75 L120 90.166667 L125 90.333333 L130 90.166667 L135 88.833333 L140 92.083333 L145 87.25 L150 91.666667 L155 83.75 L160 90.916667 L165 95.083333 L170 95 L175 89.083333 L180 93.5 L185 93 L190 92.416667 L195 93.5 L200 90.416667 L50 88.166667"
401.41,195.01,"sntl_956","M55 100 L60 100 L65 100 L70 99.230769 L75 100 L80 100 L85 100 L90 99.230769 L95 100 L100 99.230769 L105 99.230769 L110 99.230769 L115 100 L120 99.230769 L125 100 L130 99.230769 L135 100 L140 99.230769 L145 100 L150 100 L155 100 L160 99.230769 L165 100 L170 99.230769 L175 100 L180 99.230769 L185 100 L190 99.230769 L195 100 L200 74 L60 100","M55 NA L60 NA L65 NA L70 100 L75 NA L80 NA L85 NA L90 100 L95 NA L100 100 L105 100 L110 100 L115 NA L120 100 L125 NA L130 100 L135 NA L140 100 L145 NA L150 NA L155 NA L160 100 L165 NA L170 100 L175 NA L180 100 L185 NA L190 100 L195 NA L200 91.013699 L60 NA","M55 100 L60 100 L65 100 L70 99.166667 L75 100 L80 100 L85 100 L90 99.166667 L95 100 L100 99.166667 L105 99.166667 L110 99.166667 L115 100 L120 99.166667 L125 100 L130 99.166667 L135 100 L140 99.166667 L145 100 L150 100 L155 100 L160 99.166667 L165 100 L170 99.166667 L175 100 L180 99.166667 L185 100 L190 99.166667 L195 100 L200 71.833333 L60 100"
384.36,73.85,"sntl_958","M70 100 L75 94.923077 L80 94.769231 L85 97 L90 95.538462 L95 93.153846 L100 95.461538 L105 94.384615 L110 92.538462 L115 95.230769 L120 91.769231 L125 93.769231 L130 98.076923 L135 94.153846 L140 92.076923 L145 97 L150 95.153846 L155 94.538462 L160 96.923077 L165 94.076923 L170 95.615385 L175 94.384615 L180 95.384615 L185 93.538462 L190 91.615385 L195 92.846154 L200 97.769231 L75 100","M70 NA L75 98.465753 L80 98.410959 L85 99.205479 L90 98.684932 L95 97.835616 L100 98.657534 L105 98.273973 L110 97.616438 L115 98.575342 L120 97.342466 L125 98.054795 L130 99.589041 L135 98.191781 L140 97.452055 L145 99.205479 L150 98.547945 L155 98.328767 L160 99.178082 L165 98.164384 L170 98.712329 L175 98.273973 L180 98.630137 L185 97.972603 L190 97.287671 L195 97.726027 L200 99.479452 L75 NA","M70 100 L75 94.5 L80 94.333333 L85 96.75 L90 95.166667 L95 92.583333 L100 95.083333 L105 93.916667 L110 91.916667 L115 94.833333 L120 91.083333 L125 93.25 L130 97.916667 L135 93.666667 L140 91.416667 L145 96.75 L150 94.75 L155 94.083333 L160 96.666667 L165 93.583333 L170 95.25 L175 93.916667 L180 95 L185 93 L190 90.916667 L195 92.25 L200 97.583333 L75 100"
396.03,199.45,"sntl_959","M5 89.076923 L10 87.692308 L15 88.769231 L20 88.230769 L25 91.076923 L30 83.538462 L35 75 L40 89.769231 L45 85.230769 L50 90.153846 L55 77.538462 L60 88.769231 L65 90.923077 L70 87.923077 L75 92.692308 L80 89.923077 L85 84.307692 L90 84.615385 L95 85.923077 L100 79.307692 L105 83.615385 L110 95.538462 L115 84 L120 89.153846 L125 89.461538 L130 88 L135 87.076923 L140 91.692308 L145 83.846154 L150 90.461538 L155 81.615385 L160 85.461538 L165 92.615385 L170 97.615385 L175 84.538462 L180 89.846154 L185 91.307692 L190 90.615385 L195 92.538462 L200 86.923077 L10 89.076923","M5 96.383562 L10 95.890411 L15 96.273973 L20 96.082192 L25 97.09589 L30 94.410959 L35 91.369863 L40 96.630137 L45 95.013699 L50 96.767123 L55 92.273973 L60 96.273973 L65 97.041096 L70 95.972603 L75 97.671233 L80 96.684932 L85 94.684932 L90 94.794521 L95 95.260274 L100 92.90411 L105 94.438356 L110 98.684932 L115 94.575342 L120 96.410959 L125 96.520548 L130 96 L135 95.671233 L140 97.315068 L145 94.520548 L150 96.876712 L155 93.726027 L160 95.09589 L165 97.643836 L170 99.424658 L175 94.767123 L180 96.657534 L185 97.178082 L190 96.931507 L195 97.616438 L200 95.616438 L10 96.383562","M5 88.166667 L10 86.666667 L15 87.833333 L20 87.25 L25 90.333333 L30 82.166667 L35 72.916667 L40 88.916667 L45 84 L50 89.333333 L55 75.666667 L60 87.833333 L65 90.166667 L70 86.916667 L75 92.083333 L80 89.083333 L85 83 L90 83.333333 L95 84.75 L100 77.583333 L105 82.25 L110 95.166667 L115 82.666667 L120 88.25 L125 88.583333 L130 87 L135 86 L140 91 L145 82.5 L150 89.666667 L155 80.083333 L160 84.25 L165 92 L170 97.416667 L175 83.25 L180 89 L185 90.583333 L190 89.833333 L195 91.916667 L200 85.833333 L10 88.166667"
426.22,130.86,"sntl_963","M40 97.153846 L45 95.153846 L50 94.076923 L55 96.153846 L60 96.692308 L65 97.153846 L70 95.384615 L75 97.769231 L80 98.153846 L85 96.923077 L90 97.846154 L95 97.153846 L100 96.384615 L105 96.307692 L110 97.923077 L115 95.692308 L120 96.153846 L125 97.230769 L130 97.153846 L135 97.461538 L140 96.615385 L145 97.846154 L150 98 L155 96.076923 L160 97 L165 97.307692 L170 96.230769 L175 97.615385 L180 97.384615 L185 96.307692 L190 98.923077 L195 94 L200 97.307692 L45 97.153846","M40 99.260274 L45 98.547945 L50 98.164384 L55 98.90411 L60 99.09589 L65 99.260274 L70 98.630137 L75 99.479452 L80 99.616438 L85 99.178082 L90 99.506849 L95 99.260274 L100 98.986301 L105 98.958904 L110 99.534247 L115 98.739726 L120 98.90411 L125 99.287671 L130 99.260274 L135 99.369863 L140 99.068493 L145 99.506849 L150 99.561644 L155 98.876712 L160 99.205479 L165 99.315068 L170 98.931507 L175 99.424658 L180 99.342466 L185 98.958904 L190 99.890411 L195 98.136986 L200 99.315068 L45 99.260274","M40 96.916667 L45 94.75 L50 93.583333 L55 95.833333 L60 96.416667 L65 96.916667 L70 95 L75 97.583333 L80 98 L85 96.666667 L90 97.666667 L95 96.916667 L100 96.083333 L105 96 L110 97.75 L115 95.333333 L120 95.833333 L125 97 L130 96.916667 L135 97.25 L140 96.333333 L145 97.666667 L150 97.833333 L155 95.75 L160 96.75 L165 97.083333 L170 95.916667 L175 97.416667 L180 97.166667 L185 96 L190 98.833333 L195 93.5 L200 97.083333 L45 96.916667"
399.36,201.63,"sntl_964","M80 100 L85 99.230769 L90 100 L95 100 L100 100 L105 100 L110 99.230769 L115 99.230769 L120 100 L125 99.230769 L130 99.230769 L135 99.230769 L140 100 L145 100 L150 99.230769 L155 100 L160 99.230769 L165 99.230769 L170 99.230769 L175 100 L180 100 L185 99.230769 L190 99.230769 L195 100 L200 80.461538 L85 100","M80 NA L85 100 L90 NA L95 NA L100 NA L105 NA L110 100 L115 100 L120 NA L125 100 L130 100 L135 100 L140 NA L145 NA L150 100 L155 NA L160 100 L165 100 L170 100 L175 NA L180 NA L185 100 L190 100 L195 NA L200 93.315068 L85 NA","M80 100 L85 99.166667 L90 100 L95 100 L100 100 L105 100 L110 99.166667 L115 99.166667 L120 100 L125 99.166667 L130 99.166667 L135 99.166667 L140 100 L145 100 L150 99.166667 L155 100 L160 99.166667 L165 99.166667 L170 99.166667 L175 100 L180 100 L185 99.166667 L190 99.166667 L195 100 L200 78.833333 L85 100"
388.56,193.62,"sntl_966","M40 99.230769 L45 100 L50 99.230769 L55 100 L60 99.230769 L65 99.230769 L70 99.230769 L75 100 L80 99.230769 L85 100 L90 100 L95 99.230769 L100 99.230769 L105 99.230769 L110 99.230769 L115 100 L120 99.230769 L125 99.230769 L130 99.230769 L135 99.230769 L140 99.230769 L145 100 L150 100 L155 100 L160 99.230769 L165 99.230769 L170 99.230769 L175 99.230769 L180 99.230769 L185 100 L190 100 L195 99.230769 L200 95.846154 L45 99.230769","M40 100 L45 NA L50 100 L55 NA L60 100 L65 100 L70 100 L75 NA L80 100 L85 NA L90 NA L95 100 L100 100 L105 100 L110 100 L115 NA L120 100 L125 100 L130 100 L135 100 L140 100 L145 NA L150 NA L155 NA L160 100 L165 100 L170 100 L175 100 L180 100 L185 NA L190 NA L195 100 L200 98.794521 L45 100","M40 99.166667 L45 100 L50 99.166667 L55 100 L60 99.166667 L65 99.166667 L70 99.166667 L75 100 L80 99.166667 L85 100 L90 100 L95 99.166667 L100 99.166667 L105 99.166667 L110 99.166667 L115 100 L120 99.166667 L125 99.166667 L130 99.166667 L135 99.166667 L140 99.166667 L145 100 L150 100 L155 100 L160 99.166667 L165 99.166667 L170 99.166667 L175 99.166667 L180 99.166667 L185 100 L190 100 L195 99.166667 L200 95.5 L45 99.166667"
390.96,167.65,"sntl_967","M35 92.769231 L40 92.615385 L45 85.615385 L50 88.692308 L55 90.384615 L60 90.769231 L65 92.153846 L70 91.538462 L75 93.923077 L80 93.846154 L85 94.538462 L90 92.846154 L95 87.384615 L100 92.230769 L105 94.538462 L110 96.230769 L115 94 L120 89.923077 L125 94.846154 L130 94.769231 L135 93.153846 L140 92.692308 L145 94.615385 L150 93.538462 L155 90.461538 L160 92.846154 L165 93.615385 L170 95.769231 L175 94.538462 L180 95.307692 L185 94.230769 L190 94.461538 L195 88.615385 L200 93.769231 L40 92.769231","M35 97.69863 L40 97.643836 L45 95.150685 L50 96.246575 L55 96.849315 L60 96.986301 L65 97.479452 L70 97.260274 L75 98.109589 L80 98.082192 L85 98.328767 L90 97.726027 L95 95.780822 L100 97.506849 L105 98.328767 L110 98.931507 L115 98.136986 L120 96.684932 L125 98.438356 L130 98.410959 L135 97.835616 L140 97.671233 L145 98.356164 L150 97.972603 L155 96.876712 L160 97.726027 L165 98 L170 98.767123 L175 98.328767 L180 98.60274 L185 98.219178 L190 98.30137 L195 96.219178 L200 98.054795 L40 97.69863","M35 92.166667 L40 92 L45 84.416667 L50 87.75 L55 89.583333 L60 90 L65 91.5 L70 90.833333 L75 93.416667 L80 93.333333 L85 94.083333 L90 92.25 L95 86.333333 L100 91.583333 L105 94.083333 L110 95.916667 L115 93.5 L120 89.083333 L125 94.416667 L130 94.333333 L135 92.583333 L140 92.083333 L145 94.166667 L150 93 L155 89.666667 L160 92.25 L165 93.083333 L170 95.416667 L175 94.083333 L180 94.916667 L185 93.75 L190 94 L195 87.666667 L200 93.25 L40 92.166667"
377.13,219.55,"sntl_987","M100 93.461538 L105 88.230769 L110 96.769231 L115 93.615385 L120 97.076923 L125 89 L130 88.923077 L135 89.384615 L140 92.615385 L145 86.769231 L150 96.461538 L155 83.461538 L160 90.692308 L165 94.923077 L170 98.692308 L175 97.230769 L180 93.384615 L185 97.461538 L190 95.461538 L195 91.230769 L200 91.461538 L105 93.461538","M100 97.945205 L105 96.082192 L110 99.123288 L115 98 L120 99.232877 L125 96.356164 L130 96.328767 L135 96.493151 L140 97.643836 L145 95.561644 L150 99.013699 L155 94.383562 L160 96.958904 L165 98.465753 L170 99.808219 L175 99.287671 L180 97.917808 L185 99.369863 L190 98.657534 L195 97.150685 L200 97.232877 L105 97.945205","M100 92.916667 L105 87.25 L110 96.5 L115 93.083333 L120 96.833333 L125 88.083333 L130 88 L135 88.5 L140 92 L145 85.666667 L150 96.166667 L155 82.083333 L160 89.916667 L165 94.5 L170 98.583333 L175 97 L180 92.833333 L185 97.25 L190 95.083333 L195 90.5 L200 90.75 L105 92.916667"
