date,discharge,SWEin,PRECin,TOBSdegC,TMAXdegC,TMINdegC,TAVGdegC,SNDEPTHin
12/7/2004,0.051806401,3.8,6.1,-9.4,-5.9,-9.9,-8.5,18
12/8/2004,0.051806401,3.8,6.1,-7,-1.9,-9.5,-5.2,18
12/9/2004,0.051806401,4,6.4,-5,-3.3,-7.9,-5.9,20
12/10/2004,0.051806401,4.9,7.2,-5.6,-3.6,-5.6,-4.5,27
12/11/2004,0.051806401,5.2,7.5,-1.6,-1.5,-5.8,-2.8,26
12/12/2004,0.051806401,5.2,7.5,1.7,4.1,-1.7,1.2,25
12/13/2004,0.051806401,5.2,7.5,-0.5,4.6,-0.5,1.3,24
12/14/2004,0.051806401,5.2,7.5,-1.8,2.3,-7.5,-2.6,24
12/15/2004,0.051806401,5.1,7.5,-3.4,1.6,-3.4,-1.2,23
12/16/2004,0.051806401,5.1,7.5,-8.2,-1.4,-9.6,-5.5,22
12/17/2004,0.051806401,5.2,7.6,-1.1,-0.4,-15.1,-6.1,22
12/18/2004,0.051806401,5.2,7.6,-2.5,2.5,-4.8,-2.1,23
12/19/2004,0.051806401,5.2,7.6,-4.6,-0.1,-6.6,-4.1,22
12/20/2004,0.051806401,5.2,7.6,-2.5,0.6,-5,-1.8,22
12/21/2004,0.051806401,5.1,7.6,-8.8,-0.5,-9,-4.8,22
12/22/2004,0.051806401,5,7.6,-17.8,-7.4,-18.8,-11.6,23
12/23/2004,0.051806401,5,7.6,-23.2,-11.8,-23.2,-16.7,24
12/24/2004,0.051806401,5.1,7.7,-19.7,-16.5,-24.8,-21.5,25
12/25/2004,0.051806401,5.3,7.9,-7.5,-0.1,-19.4,-7.5,23
12/26/2004,0.051806401,5.4,7.9,-1.8,-0.5,-7.5,-3.5,23
12/27/2004,0.051806401,5.4,7.9,1.6,2.8,-3.3,-0.5,23
12/28/2004,0.051806401,5.4,7.9,-2.9,5.3,-2.9,0.5,23
12/29/2004,0.051806401,5.4,8,0,1.1,-3.2,-1.2,22
12/30/2004,0.051806401,5.7,8.2,-3.8,5.4,-3.8,1.1,24
12/31/2004,0.051806401,5.9,8.4,-6.6,-3.8,-7.1,-5.9,26
1/1/2005,0.051806401,5.9,8.4,-0.7,2.2,-7.1,-2.1,26
1/2/2005,0.051806401,5.9,8.4,-6,-0.7,-12.6,-4.7,26
1/3/2005,0.051806401,5.7,8.4,-5,2.4,-7.3,-2.4,25
1/4/2005,0.051806401,5.7,8.4,-7.9,2.4,-9.5,-4.1,25
1/5/2005,0.051806401,5.8,8.5,-13.1,-3.7,-16.9,-9.3,27
1/6/2005,0.051806401,6.2,8.9,-9.8,-7,-15.2,-9.5,30
1/7/2005,0.051806401,6.2,8.9,-12.7,-8.1,-12.7,-10.4,29
1/8/2005,0.051806401,6.4,9,-5.6,-1.8,-13.9,-8.3,28
1/9/2005,0.051806401,6.6,9.2,-3.2,-2.7,-7.2,-4.4,28
1/10/2005,0.051806401,6.8,9.5,0,0.7,-3.5,-1.5,31
1/11/2005,0.051806401,6.8,9.6,-3,2.4,-4.5,-0.6,31
1/12/2005,0.051806401,6.8,9.7,-6.3,3,-6.3,-1.3,31
1/13/2005,0.051806401,6.8,9.7,-11.5,-3,-12.4,-8.2,31
1/14/2005,0.051806401,6.8,9.7,-9.5,-8.6,-12.4,-10.5,31
1/15/2005,0.051806401,6.8,9.7,-9.7,-4.1,-10,-7.9,30
1/16/2005,0.051806401,6.8,9.7,-5.9,-4,-9.9,-6.9,30
1/17/2005,0.051806401,7.1,9.8,-3.6,-0.1,-6.3,-3.3,29
1/18/2005,0.051806401,7.1,9.8,-3.5,-1.2,-4.3,-3.3,30
1/19/2005,0.051806401,7.1,9.8,-0.8,2.2,-3.4,-0.8,29
1/20/2005,0.051806401,7.2,9.9,0.8,5.4,-1.2,1.3,29
1/21/2005,0.051806401,7.2,9.9,4.3,12,0.8,5.8,28
1/22/2005,0.051806401,7.1,9.9,-3.4,5,-5.5,1,29
1/23/2005,0.051806401,7.1,9.9,1.5,7,-7.3,0.8,28
1/24/2005,0.051806401,7,9.9,-3.3,8.9,-3.3,2.6,28
1/25/2005,0.051806401,7,9.9,0.6,10.2,-5,0.7,28
1/26/2005,0.051806401,7,9.9,-4.4,5.4,-7,-0.6,28
1/27/2005,0.051806401,7,9.9,-5.6,4.4,-7.3,-1.5,28
1/28/2005,0.051806401,7,9.9,-5.9,3.7,-7.2,-2.4,28
1/29/2005,0.051806401,7,9.9,-7,1.4,-7.2,-2.7,28
1/30/2005,0.051806401,7.5,10.3,-5.5,-2.4,-11.8,-6.2,34
1/31/2005,0.051806401,8.3,11.2,-8.1,0,-8.1,-5.4,50
2/1/2005,0.051806401,8.3,11.2,-15.4,-3.8,-15.4,-9.9,214
2/2/2005,0.051806401,8.3,11.2,-18,-4.6,-18.4,-11.8,214
2/3/2005,0.051806401,8.4,11.4,-4.2,-0.4,-20.1,-9,39
2/4/2005,0.051806401,8.4,11.4,-8.1,3.5,-9.8,-3.5,40
2/5/2005,0.051806401,8.4,11.4,-3.3,3.7,-9.8,-2.6,39
2/6/2005,0.051806401,8.4,11.4,-10.3,0.8,-10.4,-3.6,38
2/7/2005,0.051806401,8.3,11.4,-10.6,-6.3,-14.2,-10.3,38
2/8/2005,0.051806401,8.3,11.4,-14.4,1.2,-14.9,-6,38
2/9/2005,0.051806401,8.4,11.5,-11.8,-6.8,-15.8,-11,38
2/10/2005,0.051806401,8.5,11.6,-5,-3.5,-13.2,-9.4,38
2/11/2005,0.051806401,8.6,11.6,-6.6,1.9,-8.8,-2.9,37
2/12/2005,0.051806401,8.8,11.7,-1.1,6.8,-11.3,-1.4,36
2/13/2005,0.051806401,8.8,11.8,-3.2,3.8,-3.2,-0.1,36
2/14/2005,0.051806401,8.8,11.8,-2.3,-0.6,-6.4,-3.4,36
2/15/2005,0.051806401,8.8,11.8,-2,1.6,-3.4,-1.6,35
2/16/2005,0.051806401,9,12.2,-5.6,-1.7,-10.2,-6.2,39
2/17/2005,0.051806401,9,12.2,-10.5,-3.8,-14.1,-7.2,41
2/18/2005,0.051806401,9,12.2,-7.7,1.1,-15,-6.8,41
2/19/2005,0.051806401,9.3,12.4,-1,5.6,-8,-0.7,38
2/20/2005,0.051806401,9.3,12.6,-4.8,3.6,-5,-1.6,214
2/21/2005,0.051806401,9.4,12.7,-5.3,2.3,-5.5,-3.6,38
2/22/2005,0.051806401,9.5,12.9,-6.4,-1.2,-8.6,-4.9,41
2/23/2005,0.051806401,9.6,13,-5.2,-0.5,-7.8,-4.3,42
2/24/2005,0.051806401,9.6,13,-9.8,-1.4,-9.9,-6,41
2/25/2005,0.051806401,9.6,13,-14,1.9,-16.2,-8.1,41
2/26/2005,0.051806401,9.6,13,-12.9,2.5,-14.8,-7.7,40
2/27/2005,0.051806401,9.6,13,-8.3,1.9,-13.5,-6,39
2/28/2005,0.051806401,9.7,13,-6.9,0.5,-15.4,-6.6,40
3/1/2005,0.051806401,9.7,13,-5.4,-0.4,-8.1,-5,39
3/2/2005,0.051806401,9.7,13,-8.5,0.7,-8.6,-4.8,39
3/3/2005,0.051806401,9.6,13,-6.4,0.4,-11.5,-5.8,39
3/4/2005,0.051806401,9.6,13,-11.7,2.8,-12.1,-5.1,39
3/5/2005,0.051806401,9.6,13,-10.1,4.2,-12.5,-3.2,39
3/6/2005,0.051806401,9.7,13.1,-2.3,7.2,-10.9,-1.9,38
3/7/2005,0.051806401,9.7,13.1,-5.1,3.7,-5,-1.3,38
3/8/2005,0.051806401,9.9,13.3,-3.6,1.2,-7,-3.5,39
3/9/2005,0.051806401,10.1,13.6,-5,-1.1,-5.6,-4.1,41
3/10/2005,0.051806401,10.2,13.7,-0.6,3.9,-5.1,-0.7,40
3/11/2005,0.051806401,10.2,13.7,-4.8,2.6,-5,-2.1,41
3/12/2005,0.051806401,10.2,13.7,0.2,4.3,-4.9,-0.4,39
3/13/2005,0.051806401,10.3,13.9,-8.4,6.4,-8.6,-0.1,214
3/14/2005,0.051806401,10.6,14.3,-19.1,-3.8,-19.4,-10.9,214
3/15/2005,0.051806401,10.8,14.5,-22.6,-8.6,-22.9,-15.6,49
3/16/2005,0.051806401,10.9,14.7,-10.5,-3.7,-22.6,-11.1,47
3/17/2005,0.051806401,11.1,14.8,-6.9,-3.5,-11.1,-7.5,46
3/18/2005,0.051806401,11.5,15.3,-9.8,-0.5,-9.9,-6,52
3/19/2005,0.051806401,11.5,15.4,-6.7,-3,-10.8,-7.8,49
3/20/2005,0.051806401,11.6,15.5,-3.6,3.4,-6.8,-2.6,48
3/21/2005,0.051806401,11.9,15.8,-5.6,4.6,-8.3,-2.5,50
3/22/2005,0.051806401,12,16,-6.6,-1.6,-7.2,-5.4,51
3/23/2005,0.051806401,12,16,-3.5,2.8,-7.5,-3.1,50
3/24/2005,0.051806401,12.2,16.2,-5.8,3.7,-6,-2.1,51
3/25/2005,0.051806401,12.2,16.4,-12,2.6,-12,-5.6,50
3/26/2005,0.051806401,12.3,16.4,-12.8,1,-13.1,-7.1,52
3/27/2005,0.051806401,12.3,16.5,-7.5,0.9,-13.8,-6.5,51
3/28/2005,0.051806401,12.4,16.6,0,4.9,-8,-0.7,49
3/29/2005,0.051806401,12.4,16.6,-1.5,10,-1.5,3,47
3/30/2005,0.051806401,12.3,16.6,-6.9,1.7,-7.2,-3.6,47
3/31/2005,0.051806401,12.6,16.9,-9.6,0.7,-9.7,-6.2,51
4/1/2005,0.051806401,12.7,17,-9.7,-3.8,-10.4,-8.4,52
4/2/2005,0.051806401,12.8,17.1,-1,4,-10,-1.9,50
4/3/2005,0.051806401,12.9,17.2,1.6,8.8,-1.8,2.4,49
4/4/2005,0.051806401,12.9,17.2,3.2,11.2,0.7,5.2,47
4/5/2005,0.051806401,12.9,17.2,-1.4,9.6,-2,2.7,46
4/6/2005,0.051806401,12.9,17.2,-3.3,2.9,-4.8,-1.6,46
4/7/2005,0.051806401,12.9,17.2,-5.7,8.6,-7.9,-0.2,46
4/8/2005,0.051806401,12.8,17.2,2.1,13.8,-6.4,3.7,44
4/9/2005,0.051806401,12.8,17.2,-3.1,10.6,-3.2,3.3,44
4/10/2005,0.051806401,12.9,17.6,-4.1,7.1,-4.2,-1.1,48
4/11/2005,0.051806401,13.6,18.4,-7.8,-2.5,-7.8,-5.8,57
4/12/2005,0.051806401,13.8,18.5,-4.3,-1.8,-8.6,-5.1,56
4/13/2005,0.051806401,13.8,18.6,-5.1,7.8,-5.4,0.3,53
4/14/2005,0.051806401,13.8,18.6,4.7,11,-8.3,2.2,51
4/15/2005,0.051806401,13.8,18.6,-1.9,13.8,-1.9,6.1,48
4/16/2005,0.051806401,13.7,18.6,-2.7,8.1,-3.4,0.7,48
4/17/2005,0.051806401,13.5,18.6,-1.4,13,-4.3,3.7,47
4/18/2005,0.051806401,13.2,18.6,3.4,13.3,-1.9,5.3,44
4/19/2005,0.051806401,13.2,18.6,3.6,13.7,1.6,6.9,44
4/20/2005,0.051806401,13.2,18.6,1.4,9.1,-1.7,3.4,43
4/21/2005,0.051806401,13.2,18.6,-5.5,5.5,-5.6,-1,44
4/22/2005,0.051806401,13.3,18.9,-3.5,2.5,-5.9,-3,45
4/23/2005,0.051806401,13.4,19,-2.2,5.7,-3.9,-0.8,44
4/24/2005,0.051806401,13.5,19,-2,12.2,-2.9,2.4,43
4/25/2005,0.051806401,14,19.7,-0.7,4.4,-2.7,0.2,50
4/26/2005,0.067736964,14.5,20.1,-3.6,4.5,-3.9,-0.9,50
4/27/2005,0.070423534,14.5,20.2,-2.6,4.3,-4.7,-0.6,46
4/28/2005,0.065725311,15.2,20.8,-0.8,7.8,-5,0.1,51
4/29/2005,0.043568824,16.2,22.1,-2.5,4.3,-4.6,-1,214
4/30/2005,0.03321622,16.7,22.5,-6.6,1.8,-11.5,-5.2,214
5/1/2005,0.027879284,17,22.8,-7.7,-0.1,-8.8,-4.9,214
5/2/2005,0.026262568,17.4,23.2,-7.2,0,-8.1,-5.2,214
5/3/2005,0.028176463,17.5,23.3,-8.4,4,-10.7,-3.4,60
5/4/2005,0.147925553,17.5,23.3,-1.9,5.9,-10.8,-1.9,59
5/5/2005,0.147925553,17.4,23.4,2.2,8.4,-2.1,2.5,56
5/6/2005,0.147925553,17.2,23.4,2,13.2,-0.9,4.4,54
5/7/2005,0.147925553,17.2,23.4,1.1,13.1,-0.3,5.3,53
5/8/2005,0.147925553,17.5,23.8,-0.7,5.3,-2.4,0.4,55
5/9/2005,0.147925553,17.7,24.1,1.5,4.5,-1.2,1.2,56
5/10/2005,0.339810908,17.5,24.1,1.9,13.3,-1.1,5.9,53
5/11/2005,0.593841513,17.3,24.4,2.1,13.4,-1.6,5.6,50
5/12/2005,0.337765455,17.8,25.1,-3.5,3.1,-3.8,-0.3,50
5/13/2005,0.30220609,17.8,25.2,-1.4,6.4,-3.7,0.2,50
5/14/2005,0.387483349,17.8,25.2,-3.2,8.2,-3.3,1.6,51
5/15/2005,0.637283438,17.5,25.3,-1,10.6,-5.2,2.7,49
5/16/2005,0.84555119,17.2,25.3,6,13.5,-2,6,47
5/17/2005,1.094272285,16.9,25.3,7.8,15.7,2.2,7.2,47
5/18/2005,1.03033734,16.5,25.3,1.9,8.7,1.6,4.3,44
5/19/2005,1.753213817,16.1,25.3,5.7,13.9,0.8,6.2,43
5/20/2005,2.834128147,15,25.3,7,17.5,2.1,9.6,41
5/21/2005,4.695245569,14.1,25.4,13,20.4,2.7,12.8,38
5/22/2005,5.999657995,13.1,25.4,2.3,18.6,2.3,11.2,34
5/23/2005,6.390898457,12.4,25.4,2.5,19.4,1,10.2,32
5/24/2005,7.28886862,11.8,25.4,2.2,19.1,1.7,9.5,29
5/25/2005,8.067953879,11.3,25.5,7,17.9,0.9,9.3,27
5/26/2005,8.180171261,10.5,25.5,0.3,13.4,0.3,6.3,27
5/27/2005,7.77523958,9.7,25.5,-0.5,12.4,-1,4.2,22
5/28/2005,6.832566539,8.7,25.5,-0.5,13.3,-1.3,5.1,20
5/29/2005,5.893860939,8.1,25.6,-0.5,14.2,-2.2,4.9,19
5/30/2005,6.370338467,8.2,25.8,1,9.5,-0.5,2.4,18
5/31/2005,5.801137006,8.3,26.6,0.8,9.8,0.6,3,18
6/1/2005,5.283158259,7.7,26.6,2.8,9.3,-0.2,3.9,17
6/2/2005,5.752392987,6.6,26.7,3.7,14.6,1.5,7.7,17
6/3/2005,5.517516238,6.1,26.8,3.1,10.3,1.5,5,16
6/4/2005,4.881018314,5.7,27,-0.1,10.3,-0.4,3.1,1
6/5/2005,4.312148182,5.6,27.2,2,6.2,-0.5,1.7,12
6/6/2005,4.385640517,4.8,27.2,0.6,12.2,0.5,5.7,11
6/7/2005,4.280221721,4.8,27.2,5.2,17.2,0.6,9.8,0
6/8/2005,3.903473852,4.8,27.2,4.9,13.9,0.6,7,5
6/9/2005,3.985942664,4.8,27.2,0.4,14,0.1,7.1,2
6/10/2005,4.7349606,4.9,27.3,1.7,11.7,-0.8,4.8,1
6/11/2005,3.813486045,4.8,27.6,0.4,5,-0.2,2,1
6/12/2005,3.933740713,4.8,27.8,1.8,10.6,0.1,4.5,1
6/13/2005,3.318523189,4.4,28,-0.3,6.4,-1.2,1.8,1
6/14/2005,2.855821908,3.9,28,5,9.3,-1.4,4.1,1
6/15/2005,3.095316448,3.3,28,3.5,14.8,1.9,7.9,1
6/16/2005,3.217349602,2.6,28,6.7,17.7,2.2,9.5,0
6/17/2005,3.381689017,2.3,28,2.9,19.2,2.1,9.2,1
6/18/2005,3.469672652,1.8,28,10.3,19.8,1.8,11.6,0
6/19/2005,3.530414575,1,28.1,8.2,21.2,6.7,14.3,0
6/20/2005,3.201945598,0.2,28.1,6.1,20,5.5,11.7,0
6/21/2005,3.072739632,0,28.2,6.5,18.4,4.9,11.9,0
6/22/2005,3.156944216,0,28.5,5.1,21.5,4.9,12.1,1
6/23/2005,2.988313522,0,28.5,10.3,21,4.8,12.5,0
6/24/2005,2.800062317,0,28.5,8.7,18.4,7.9,12.6,1
6/25/2005,2.605639464,0,28.6,4.5,19.2,4.1,10.6,1
6/26/2005,2.41683705,0,28.6,8,18.6,3.3,10.8,0
6/27/2005,2.02823877,0,28.7,3.5,17,3.4,10.2,1
6/28/2005,1.885580723,0,28.7,9.4,18.5,2.5,11.7,0
6/29/2005,2.092376956,0,28.9,5.8,19.2,4.4,11.4,0
6/30/2005,1.460192071,0,28.9,3.1,14.5,3,9.3,1
7/1/2005,1.196877071,0,28.9,4,18.8,1.6,10.2,0
7/2/2005,1.003081303,0,28.9,11.3,18.6,3.3,12.5,0
7/3/2005,1.080060849,0,28.9,5.7,20.7,5.3,13.1,0
7/4/2005,0.969425803,0,29.1,4.9,18.1,3.5,8.8,0
7/5/2005,0.761885198,0,29.1,3,17.5,1.3,9.4,1
7/6/2005,0.594685704,0,29.1,5.3,18.5,1.4,10.5,0
7/7/2005,0.4647947,0,29.1,-99.9,-99.9,-99.9,-99.9,0
7/8/2005,0.405987968,0,29.1,-99.9,-99.9,-99.9,-99.9,0
7/9/2005,0.329441064,0,29.1,-99.9,-99.9,-99.9,-99.9,0
7/10/2005,0.240071229,0,29.1,-99.9,-99.9,-99.9,-99.9,0
7/11/2005,0.183011268,0,29.1,-99.9,-99.9,-99.9,-99.9,0
7/12/2005,0.14535562,0,29.1,7.3,22.7,4.3,13.8,0
7/13/2005,0.125142664,0,29.1,-99.9,-99.9,-99.9,-99.9,0
7/14/2005,0.115969311,0,29.1,-99.9,-99.9,-99.9,-99.9,0
7/15/2005,0.116530795,0,29.1,-99.9,-99.9,-99.9,-99.9,0
7/16/2005,0.080503164,0,29.1,-99.9,-99.9,-99.9,-99.9,0
7/17/2005,0.051249036,0,29.1,-99.9,-99.9,-99.9,-99.9,0
7/18/2005,0.048163016,0,29.1,-99.9,-99.9,-99.9,-99.9,0
7/19/2005,0.038373277,0,29.1,-99.9,-99.9,-99.9,-99.9,0
7/20/2005,0.024540036,0,29.1,-99.9,-99.9,-99.9,-99.9,0
7/21/2005,0.019623687,0,29.1,-99.9,-99.9,-99.9,-99.9,0
7/22/2005,0.015857894,0,29.1,-99.9,-99.9,-99.9,-99.9,0
7/23/2005,0.009287254,0,29.1,-99.9,-99.9,-99.9,-99.9,0
7/24/2005,0.073433495,0,29.1,-99.9,-99.9,-99.9,-99.9,0
7/25/2005,0.148572123,0,30.6,-99.9,-99.9,-99.9,-99.9,0
7/26/2005,0.081870841,0,30.6,-99.9,-99.9,-99.9,-99.9,0
7/27/2005,0.062349031,0,30.6,-99.9,-99.9,-99.9,-99.9,0
7/28/2005,0.033272793,0,30.6,-99.9,-99.9,-99.9,-99.9,0
7/29/2005,0.016755855,0,30.6,-99.9,-99.9,-99.9,-99.9,0
7/30/2005,0.011643196,0,30.6,7.8,20.7,7.5,12.4,0
7/31/2005,0.010083568,0,30.6,7.5,22.7,7.4,14.6,0
8/1/2005,0.008903287,0,30.6,7.2,20.5,5.3,12.3,0
8/2/2005,0.007690745,0,30.6,11.4,22.5,5.8,13.4,0
8/3/2005,0.033272793,0,30.9,7.1,21.2,7.1,12.2,0
8/4/2005,0.255753345,0,31,7.6,17.7,5.7,9.6,0
8/5/2005,0.185210816,0,31.7,6.4,7.8,5.4,6.6,1
8/6/2005,0.048500422,0,31.7,4.6,17.3,3.5,9.4,1
8/7/2005,0.022976144,0,31.7,3.6,18.7,2.5,10.4,0
8/8/2005,0.013494783,0,31.7,5.2,19.2,2.8,10.6,0
8/9/2005,0.011349926,0,31.7,12.4,20.3,3.9,12.5,0
8/10/2005,0.013656269,0,31.8,8.5,18.5,8.5,12.3,1
8/11/2005,0.031665799,0,31.9,8.1,17.5,6.1,11,1
8/12/2005,0.029341398,0,31.9,4.8,16.5,4.6,9.6,1
8/13/2005,0.038078809,0,31.9,8.4,15.3,3.5,8.7,0
8/14/2005,0.078700358,0,32.1,3.3,10.1,3.3,6.5,1
8/15/2005,0.028838786,0,32.1,3.2,17,1.6,8.2,1
8/16/2005,0.023639069,0,32.1,4.8,17.6,1.6,9.1,1
8/17/2005,0.021895506,0,32.2,8.3,16.8,3.7,9.6,0
8/18/2005,0.021052671,0,32.2,6.3,16.6,5.5,10.4,0
8/19/2005,0.032731997,0,32.2,4.8,18.3,4.5,10.6,1
8/20/2005,0.036914078,0,32.2,4.9,17.9,3.8,10.7,1
8/21/2005,0.0474923,0,32.2,4.5,17.5,2.7,9,1
8/22/2005,0.048839196,0,32.4,3.2,16.6,3.2,8.2,1
8/23/2005,0.03114037,0,32.4,9.1,16.9,2.6,9,0
8/24/2005,0.022540263,0,32.4,8.9,18.4,4.8,11,1
8/25/2005,0.022976144,0,32.4,5.9,18.7,5.7,12,0
8/26/2005,0.023862478,0,32.6,8.9,18.6,4.8,10.5,0
8/27/2005,0.021052671,0,32.6,11.3,17.4,7.8,12.3,0
8/28/2005,0.024997868,0,32.6,3.8,18.9,3.5,11.6,0
8/29/2005,0.026878521,0,32.6,2.6,16.9,2.6,9.1,0
8/30/2005,0.016755855,0,32.6,11.4,19.9,1.5,11.1,0
8/31/2005,0.018833186,0,32.6,3.4,20.6,3.3,14.1,0
9/1/2005,0.02431296,0,32.6,1,14.4,0.6,6.5,1
9/2/2005,0.022324137,0,32.6,2.3,18.3,-0.2,8.4,0
9/3/2005,0.020638438,0,32.6,4.3,19.4,1.3,9.6,0
9/4/2005,0.019226079,0,32.6,7.6,19.7,4.4,11.8,0
9/5/2005,0.015857894,0,32.6,8.1,19.1,4.4,10.7,0
9/6/2005,0.017494965,0,32.6,5.3,19.1,5.3,11.7,0
9/7/2005,0.017871479,0,32.6,4.2,15.3,4.2,8.2,0
9/8/2005,0.017308451,0,32.7,6.4,20.4,4.2,11,0
9/9/2005,0.020228974,0,32.8,9,18.8,5,10.8,1
9/10/2005,0.016755855,0,32.8,10.7,17,6.9,11,0
9/11/2005,0.017308451,0,32.8,7.3,18.3,3.8,10.1,0
9/12/2005,0.015857894,0,32.8,8.9,18.1,7,11.6,0
9/13/2005,0.029594595,0,32.8,2.2,15.7,2.2,9.1,0
9/14/2005,0.046827036,0,33.1,-0.9,8.9,-1.1,2.8,1
9/15/2005,0.043264984,0,33.1,2.9,9.2,-2,2.7,1
9/16/2005,0.03464734,0,33.1,2.5,13,-1,6.1,1
9/17/2005,0.02640093,0,33.1,7.3,15.6,1.4,9.2,0
9/18/2005,0.025460618,0,33.1,3.9,16.1,3.9,10.2,0
9/19/2005,0.024540036,0,33.1,8.3,16.8,0.1,9,0
9/20/2005,0.020638438,0,33.2,10.1,15.8,3.5,10.3,0
9/21/2005,0.019226079,0,33.2,11.5,18.8,9.7,13.3,0
9/22/2005,0.030361774,0,33.6,5.2,17,4.2,10.2,1
9/23/2005,0.02431296,0,33.6,2.6,13.8,2.4,6.9,0
9/24/2005,0.022324137,0,33.6,9.5,16.1,0.9,8.7,0
9/25/2005,0.020844958,0,33.6,7.8,16.8,3.9,9.3,0
9/26/2005,0.020638438,0,33.6,6.4,14.5,4.2,9.1,0
9/27/2005,0.021261581,0,33.6,10.8,15.9,4.8,10.4,0
9/28/2005,0.04917934,0,34.4,4,16.5,3.6,9.2,0
9/29/2005,0.034093646,0,34.5,0.3,6.4,0.2,2.1,1
9/30/2005,0.023416878,0,34.6,5,14.1,-99.9,6.7,0
10/1/2005,0.017123096,0,0,3.7,15.6,3.5,8.9,0
10/2/2005,0.014147431,0,0,8.3,16.3,3.5,10.6,0
10/3/2005,0.012549176,0,0,8.8,16.3,6.3,10.5,0
10/4/2005,0.016035192,0,0,5,17.7,3.1,10.2,0
10/5/2005,0.028341206,0,0.2,-3.6,16.5,-3.6,5.5,1
10/6/2005,0.029594595,0,0.3,-4.5,4.5,-4.9,-1.8,1
10/7/2005,0.025928301,0,0.3,3.6,7.6,-5.4,1.2,1
10/8/2005,0.020228974,0,0.3,5.7,14.2,-0.9,7.7,0
10/9/2005,0.031665799,0,0.3,5.6,16.3,1.2,8.2,0
10/10/2005,0.055904213,0.8,1.5,-3.7,6.3,-3.7,0.9,9
10/11/2005,0.0566413,1.1,1.8,-6.1,-1.4,-6.1,-3.6,10
10/12/2005,0.052656409,1.2,1.9,-1.1,3,-7.4,-1.9,8
10/13/2005,0.058132312,1.2,1.9,0.1,5.1,-1.8,0.3,7
10/14/2005,0.075602304,1.2,1.9,5.7,7.2,-0.2,3.4,6
10/15/2005,0.082329707,1.2,1.9,-0.8,13.4,-0.8,5,6
10/16/2005,0.078700358,1.2,1.9,-0.1,14,-0.9,4.6,5
10/17/2005,0.083715243,1.3,2,5.1,11.1,-0.5,6.6,4
10/18/2005,0.058508581,1.3,2,6.2,12.2,4,7.4,3
10/19/2005,0.053368405,1.1,2,1.5,13.5,1.4,6.8,3
10/20/2005,0.051249036,1.2,2.2,2.2,5,-0.7,1.7,4
10/21/2005,0.039564334,1.2,2.2,3,9.3,1.9,4.2,3
10/22/2005,0.035206217,1.1,2.2,2.3,8,1.1,3.3,3
10/23/2005,0.033001752,1,2.2,-1.9,9.1,-1.9,3.3,3
10/24/2005,0.031665799,1,2.2,-0.8,7,-3.6,0.8,2
10/25/2005,0.030104782,1,2.2,-1.8,12.8,-2.1,3.9,2
10/26/2005,0.029594595,0.9,2.2,-1.1,12,-2.6,2.8,2
10/27/2005,0.029089462,0.8,2.2,-3.5,9.9,-3.5,1.7,1
10/28/2005,0.029341398,0.8,2.2,5.3,10.1,-4.3,2.3,1
10/29/2005,0.028094299,0.8,2.2,2.1,9.4,1.5,4.9,2
10/30/2005,0.032463526,0.8,2.3,-1.2,4.4,-1.3,1.2,2
10/31/2005,0.032463526,0.8,2.4,-5.9,3,-5.9,-1.9,4
11/1/2005,0.036054279,0.8,2.4,-0.7,-0.5,-7.1,-3.2,3
11/2/2005,0.035206217,0.8,2.5,4.8,6.9,-0.8,3.3,3
11/3/2005,0.031930429,0.8,2.5,4.4,10.2,3.4,5.7,2
11/4/2005,0.030879567,0.8,2.5,2.1,5.9,1.5,3.1,2
11/5/2005,0.036914078,1,2.7,-3.8,3.7,-3.9,0.4,214
11/6/2005,0.048500422,1.3,3.1,-3.2,-3.2,-6.7,-5.1,7
11/7/2005,0.045839335,1.3,3.1,2.3,5.9,-3.6,1.7,6
11/8/2005,0.042634856,1.4,3.1,3.9,9.4,2.3,5.2,5
11/9/2005,0.037493819,1.4,3.2,3.2,9.1,1.6,4.2,4
11/10/2005,0.032731997,1.4,3.2,5.7,8.9,3,5.4,4
11/11/2005,0.03114037,1.4,3.2,6.7,10.8,5.4,7.3,3
11/12/2005,0.030104782,1.3,3.4,-1.5,10.3,-1.9,4.2,5
11/13/2005,0.048500422,1.9,4.3,-7,-1.4,-7.2,-3.5,9
11/14/2005,0.040776569,2.2,4.6,-3.6,-0.4,-7.1,-3.7,13
11/15/2005,0.051806401,3.1,5.8,-11.5,-2.7,-11.5,-5.6,23
11/16/2005,0.051806401,3.4,5.9,-12.5,-11.6,-16.2,-14,21
11/17/2005,0.051806401,3.6,6.1,-4.2,-4,-12.5,-6.8,19
11/18/2005,0.051806401,3.9,6.5,-8.2,-2.6,-9.1,-5.7,22
11/19/2005,0.051806401,4,6.6,-5.8,0.9,-11.8,-4.4,21
11/20/2005,0.051806401,4,6.6,-9,-1.2,-9.3,-5.1,20
11/21/2005,0.051806401,4,6.6,-3.5,7.7,-10,-0.6,19
11/22/2005,0.051806401,4,6.7,1.9,7.2,-7.6,0.4,18
11/23/2005,0.051806401,4,6.7,2.9,6.7,0.9,3.1,17
11/24/2005,0.051806401,4,6.7,-5.6,8.9,-5.8,1.8,17
11/25/2005,0.051806401,4,6.7,-2.8,4.7,-8.5,-2,17
11/26/2005,0.051806401,4,6.7,1.3,3.7,-4.7,-0.5,16
